Perplexity,LossAfter,MeanKLBefore,Iteration,MaxReturn,LossBefore,dLoss,MinReturn,AverageReturn,Entropy,ExplainedVariance,AverageDiscountedReturn,MeanKL,NumTrajs,AveragePolicyStd,StdReturn
0.882326876436,-0.00813086935365,0.0,24,-1.8127198574,-1.39055295126e-18,0.00813086935365,-11139.3196427,-10.5881044382,-0.12519268343,-0.00530183646517,-10.4108889957,0.0553590608188,1334,0.499822557294,304.810993373
0.868714991875,-0.00988587357591,0.0,25,-1.75710415707,3.80720220745e-17,0.00988587357591,-10960.7206927,-18.522915833,-0.140740180038,-0.00175187235817,-18.1881416349,0.0511716276569,1334,0.498135894236,419.783120879
0.832119867954,-0.0231353711756,0.0,26,-1.81594417892,-4.0425212181e-16,0.0231353711756,-11116.8264759,-26.884358132,-0.183778776478,-0.000600648778488,-26.3838293513,0.0950534874643,1334,0.492256774672,518.196584643
0.715465830317,-0.0170533260906,0.0,27,-1.87534234035,3.4537035345e-16,0.0170533260906,-2.54785186005,-2.25705695709,-0.334821437497,-278.952983767,-2.24624969341,0.0509178263709,1334,0.490079271129,0.10851725699
0.706113023089,-0.25282139717,0.0,28,-1.88871971538,6.31637004902e-16,0.25282139717,-2.57178843548,-2.27868870564,-0.347979964941,0.991923869553,-2.26781254809,0.0836627251057,1334,0.488027462495,0.107594981126
0.676840513895,-0.00908176852104,0.0,29,-1.89454208496,-6.0003226775e-16,0.00908176852104,-10912.8142623,-10.3966190435,-0.390319611525,5.26475102613e-06,-10.2235706417,0.0579850516556,1334,0.466187013961,298.612352074
0.622985081181,-0.0396738916727,0.0,30,-1.85168619904,5.40408408788e-16,0.0396738916727,-2.53819367742,-2.21570075063,-0.473232707221,-87.855544132,-2.20563508296,0.0917185418484,1334,0.47286303525,0.110261773181
0.638980448734,-0.00622117969447,0.0,31,-1.85280916432,1.16305363363e-16,0.00622117969447,-11194.1895763,-35.0946857853,-0.447881421733,8.14786638714e-07,-34.4304658707,0.0947572108111,1334,0.477581663805,599.720042971
0.598765677721,-0.00420727129979,0.0,32,-1.77840998269,-1.43369130216e-16,0.00420727129979,-2.54409109982,-2.20783349327,-0.512884946515,-121.026721402,-2.19806648834,0.0884292918993,1334,0.473625001796,0.115992647965
0.5868706313,-0.0300812280188,0.0,33,-1.6513365207,1.09042238285e-16,0.0300812280188,-10899.7074238,-58.3821029029,-0.532950873051,-1.07188584542e-06,-57.2540260518,0.06155790996,1334,0.470917518426,774.121139846
0.556136226916,-0.0200200379091,0.0,34,-1.74400090975,3.60420228284e-16,0.0200200379091,-2.5123562032,-2.14629204137,-0.586742002303,-2090.73433709,-2.13701843082,0.0899673850084,1334,0.467890939804,0.125039519334
0.583238491767,-0.0139116334771,0.0,35,-1.68722960237,1.05737507705e-16,0.0139116334771,-10747.2772442,-10.2118123329,-0.539159099494,7.28952036222e-06,-10.0423970302,0.0743807492242,1334,0.489147589803,294.08343815
0.492866721543,-0.0163969392037,0.0,36,-1.77521415862,-5.32502022931e-16,0.0163969392037,-2.46594033646,-2.15858495078,-0.707516483186,-33.9928911372,-2.1496263628,0.0770251762236,1334,0.468737165528,0.12466342032
0.496234695128,-0.160414186116,0.0,37,-1.68392141281,2.8095411499e-17,0.160414186116,-2.46144115353,-2.13684948237,-0.700706288509,0.985825841476,-2.12799725372,0.0849345078134,1334,0.467634869586,0.126682718351
0.48052388062,-0.117351547855,0.0,38,-1.63334869372,5.92701522267e-17,0.117351547855,-2.42617184824,-2.0839476161,-0.732878352286,0.983374652501,-2.07564445789,0.046680300049,1334,0.452311169442,0.13011369514
0.465436482494,-0.160572103368,0.0,39,-1.55518164922,2.80746052204e-16,0.160572103368,-2.41861545248,-2.04323569669,-0.764779641641,0.981593729075,-2.03527097743,0.0835571386787,1334,0.439026833922,0.134155835769
0.438732707979,-0.00516299554262,0.0,40,-1.54530236356,1.8403326783e-16,0.00516299554262,-10876.3996421,-10.1383272259,-0.823864916993,6.35316648712e-06,-9.96871922142,0.0439753184723,1334,0.413765497963,297.622058834
0.420760493882,-0.0121879377256,0.0,41,-1.58895080729,-3.56037038932e-16,0.0121879377256,-2.31980122635,-1.98207351339,-0.865691505325,-23.5665111256,-1.97472038855,0.0565108200506,1334,0.410294932167,0.129819748256
0.40595339398,-0.031250530952,0.0,42,-1.63755087776,8.62326618574e-16,0.031250530952,-11050.7268118,-91.2649565887,-0.901516919123,1.03818792907e-06,-89.4811905224,0.0547005022287,1334,0.408271174892,979.012283737
0.384484892177,-0.00636587739043,0.0,43,-1.53177376449,1.7461149135e-16,0.00636587739043,-11112.641748,-34.9224458525,-0.955850782937,-0.00465601695961,-34.2598953868,0.0898558155333,1334,0.406924876234,600.347135221
0.358934248821,-0.00303334360549,0.0,44,-1.61456650734,8.4883374692e-16,0.00303334360549,-11149.6210691,-92.6027512274,-1.02461605819,-0.000495708335562,-90.7924076036,0.0453299563115,1334,0.407283654109,993.612376088
0.337577854655,-0.0208314256756,0.0,45,-1.64187579863,1.3613825487e-15,0.0208314256756,-11179.3395554,-92.8143346717,-1.08595911481,0.000243867210769,-90.9996748622,0.046414221582,1334,0.403846379046,996.09955456
0.295350192983,-0.0103109927675,0.0,46,-1.67951049635,1.02390644411e-15,0.0103109927675,-11154.640921,-51.5434649528,-1.21959353183,-0.000564759109325,-50.5501948503,0.0938550204335,1334,0.395828002497,737.0292125
0.275826822762,-0.0300212460648,0.0,47,-1.70324563593,-3.80704616036e-16,0.0300212460648,-11182.2676335,-84.8851133891,-1.28798206396,-0.00114009000781,-83.2284290456,0.0817182413357,1334,0.395128061413,953.597203713
0.253498868054,-0.0057771988402,0.0,48,-1.71475709535,1.7722267931e-16,0.0057771988402,-11061.7095312,-18.3915471248,-1.37239592123,-0.00441623439693,-18.0578168548,0.0438869949031,1334,0.40069568677,423.051912183
0.228668170195,-0.00632756483232,0.0,49,-1.75652704131,3.1562561091e-16,0.00632756483232,-11193.1812616,-18.7676112709,-1.47548336475,-0.000586247481352,-18.4265768568,0.0437787824363,1334,0.389493077337,432.374554449
0.221170576366,-0.000170642852201,0.0,50,-1.70849961253,7.06997345891e-16,0.000170642852202,-11022.85764,-18.5140477635,-1.50882103642,-1.98093406951e-05,-18.1782552835,0.0269224227108,1334,0.391609009082,425.487093251
0.214082407172,-0.0171662268363,0.0,51,-1.75927501706,1.06723887859e-15,0.0171662268363,-11182.6816715,-35.3228716396,-1.54139425784,-0.000206039571829,-34.6526107425,0.059542063242,1334,0.395009611375,607.083428938
0.192630576277,-0.0436734547542,0.0,52,-1.75389463439,-2.81207258046e-16,0.0436734547542,-11154.5106313,-74.3174134251,-1.64698103688,-0.00313824216107,-72.8713255552,0.0841446133361,1334,0.395152340517,877.087215115
0.177721401762,-0.0155274649947,0.0,53,-1.750555801,5.43862251031e-16,0.0155274649947,-11123.0383846,-43.2435710695,-1.72753811347,-0.0181913215296,-42.4157646566,0.0986952621714,1334,0.376079247622,671.915501334
0.161050950149,-0.0257602781435,0.0,54,-1.76067599797,-5.6263644973e-19,0.0257602781435,-11005.190282,-26.5886053139,-1.82603450351,-0.00337044261246,-26.0920819019,0.0581002498698,1334,0.375246667225,517.456273711
0.15727184534,-0.00721542448144,0.0,55,-1.75730439032,-2.10850827053e-16,0.00721542448144,-2.24012540038,-2.01090875178,-1.84977947197,-2167.56561109,-2.00333537944,0.0677819473913,1334,0.373460289313,0.116409656122
0.158818599631,-0.0161445689175,0.0,56,-1.75265670915,-6.77227895896e-16,0.0161445689175,-10496.9025661,-9.87439000372,-1.83999261089,7.02093006399e-06,-9.71020952627,0.0981134725218,1334,0.373859658903,287.235023487
0.155681472595,-0.00994911451559,0.0,57,-1.72158482702,-6.47678645681e-16,0.00994911451559,-11025.1059254,-10.2510454654,-1.85994320148,-0.00359293839049,-10.0791244852,0.0629320299759,1334,0.366104342217,301.691961427
0.138012001523,-0.0131503307612,0.0,58,-1.76276727371,-7.03945758367e-16,0.0131503307612,-2.24878781486,-2.00481078516,-1.98041463005,-52.577427319,-1.99716898298,0.0874334244968,1334,0.371305582106,0.1148461804
0.145174961389,-0.0720834211563,0.0,59,-1.74310688777,-5.29415758276e-16,0.0720834211563,-2.22171709747,-1.99840164029,-1.92981563369,0.986289113327,-1.9908168964,0.0532252289696,1334,0.384792305453,0.116869361593
0.142781393796,-0.0114909318119,0.0,60,-1.73346527421,2.24827097913e-15,0.0114909318119,-11086.613279,-10.2808590828,-1.94644053311,4.87997378951e-06,-10.1081084484,0.0753884562251,1334,0.378611534782,303.375801358
0.131281866769,-0.0139189175511,0.0,61,-1.73862561595,1.23420677171e-16,0.0139189175511,-10645.855028,-9.94749968629,-2.03040861255,-0.000541086165575,-9.78136337405,0.061107902343,1334,0.368452010614,291.31276236
0.129676310447,-5.40794275427e-05,0.0,62,-1.72789062535,-7.16235333578e-16,5.40794275419e-05,-2.23180474861,-1.95931379311,-2.04271385317,-202.083080518,-1.9519897226,0.0469560345796,1334,0.366357674324,0.112998300516
0.126360602708,-0.00671451021416,0.0,63,-1.71796342917,3.10901285282e-16,0.00671451021416,-2.23054859736,-1.95999512302,-2.06861553329,0.985819017496,-1.95266278728,0.0330428300411,1334,0.360112194645,0.11641446228
0.124436716997,-0.00299488406381,0.0,64,-1.73012075841,-4.55525727639e-16,0.00299488406381,-2.1783467231,-1.94845070749,-2.08395798952,0.986730637228,-1.94124875748,0.0178947742918,1334,0.354382125648,0.111003391979
0.122073627034,-0.012915299522,0.0,65,-1.71928545559,-2.44190287681e-16,0.012915299522,-10726.4590266,-9.98835553288,-2.103130916,6.14551375511e-06,-9.821177316,0.0476985815956,1334,0.347518501016,293.519348281
0.121358672316,-0.0142719243861,0.0,66,-1.73077103402,3.82492222136e-16,0.0142719243861,-11194.6671127,-18.6701519059,-2.10900488405,-0.00422516337679,-18.3301370972,0.0607012228553,1334,0.346100671184,431.571925026
0.115924256401,-0.0111590805888,0.0,67,-1.75030966336,-1.07019174465e-15,0.0111590805888,-2.25873911233,-1.95502883938,-2.15481826321,-365.90120164,-1.94771910084,0.0579592735861,1334,0.349694205582,0.106990089277
0.1146063417,-0.0151330899226,0.0,68,-1.76542913376,1.41258506641e-15,0.0151330899226,-10893.6584059,-18.1898175829,-2.16625213854,2.37393393698e-06,-17.8593707818,0.0752030442283,1334,0.34616312057,419.012389617
0.113171949721,-0.018844255547,0.0,69,-1.75985353446,3.57875967186e-15,0.018844255547,-11153.1275277,-26.8934059523,-2.1788469379,-0.00139307689858,-26.3897411279,0.0583726347089,1334,0.342921184275,525.272967327
0.107184160109,-0.0112914767742,0.0,70,-1.7645553802,4.64800126312e-16,0.0112914767742,-11092.6831865,-42.277733846,-2.23320680144,0.000313547882748,-41.4679195055,0.0450519405964,1334,0.344739918793,657.361945712
0.105780077853,-0.00904849005683,0.0,71,-1.76353426181,8.22718399598e-16,0.00904849005683,-10942.6275807,-10.1667113326,-2.24639307735,-0.0188535842894,-9.99588467897,0.0975792210829,1334,0.343056390697,299.435219402
0.0988064058258,-0.016232113818,0.0,72,-1.77934534706,-8.98259061668e-17,0.016232113818,-11135.2150667,-10.3171375824,-2.31459284004,0.00052844610115,-10.143395638,0.0925318769228,1334,0.341492785383,304.705984624
0.097598478907,-0.0275069016802,0.0,73,-1.79078963279,-1.22876332908e-15,0.0275069016802,-11150.3361618,-51.5189280903,-2.32689337065,0.00139808801866,-50.5253317653,0.0678400195524,1334,0.341108658277,737.113147183
0.0908812398752,-0.00704209481813,0.0,74,-1.79546019156,-1.4496150407e-15,0.00704209481813,-2.2006489783,-1.96509652672,-2.39820168111,-2172.40963726,-1.95751783077,0.0849332348145,1334,0.33912436317,0.0967627058764
0.089009276379,-0.0223985691227,0.0,75,-1.79084066532,-2.84005702514e-17,0.0223985691227,-11087.7016514,-51.0908663565,-2.4190146857,-1.62755228184e-07,-50.1057673995,0.0589879325225,1334,0.338728212135,730.833432367
0.087727629747,-0.0155938766414,0.0,76,-1.77551689285,-3.18528867006e-15,0.0155938766414,-11065.6360018,-50.9616712562,-2.43351838079,0.00483724665369,-49.9791500628,0.0656518163849,1334,0.336140712987,728.861923459
0.0822697908495,-0.00651302669411,0.0,77,-1.7870247975,3.01874828094e-16,0.00651302669411,-10982.5612148,-10.2166270722,-2.49775130005,-0.0261289678089,-10.0450315074,0.0612675174276,1334,0.331166762514,300.527615903
0.0770878465545,-0.012937754265,0.0,78,-1.8020447227,-1.46634068789e-15,0.012937754265,-11187.3845588,-35.4578943236,-2.56280964308,0.000483660555794,-34.7839753552,0.0641421043668,1334,0.330583476164,610.309148372
0.0741293926307,-0.00144222422598,0.0,79,-1.81303994609,4.57311946654e-15,0.00144222422598,-11141.992573,-43.4160885231,-2.60194316365,-0.000722827285473,-42.5839078295,0.0808484103674,1334,0.332264895461,675.279005257
0.0729643195762,-0.000459367912826,0.0,80,-1.82017036271,-7.68299577992e-16,0.000459367912825,-11149.7332333,-51.2712381651,-2.61778473025,0.000530168000659,-50.2828807228,0.082527729132,1334,0.331227303766,733.072329811
0.0695425754625,-0.0248973251226,0.0,81,-1.82513415208,6.68049379489e-15,0.0248973251226,-11043.4638545,-34.6312866202,-2.66581611739,0.00151808598371,-33.9740686963,0.083733981046,1334,0.326948872705,594.967804164
0.0674260387825,-0.0014509704202,0.0,82,-1.81377382803,1.11138470851e-15,0.0014509704202,-11179.3782902,-27.0571180297,-2.69672400359,-0.00295412989822,-26.5505815362,0.0293568627152,1334,0.324341072524,527.683047904
0.0670221504396,-0.0230226948556,0.0,83,-1.81395422845,-2.69029689969e-15,0.0230226948556,-11165.1773827,-76.9356605878,-2.70273211065,-0.000969140080368,-75.4365192475,0.089219340938,1334,0.324845284583,909.203885407
0.0642401215585,-0.000500418803783,0.0,84,-1.82656221224,-1.21442433543e-15,0.000500418803782,-11080.9034967,-34.980493772,-2.74512731709,-0.00143434916286,-34.3162630259,0.0144838361135,1334,0.322161052674,601.319144052
0.0625934482831,-0.00698590352319,0.0,85,-1.80515655517,-1.12602192549e-15,0.00698590352319,-11105.4430424,-10.3281074263,-2.77109466637,-0.00416713787447,-10.1544813074,0.0762341105794,1334,0.322279662737,303.890240351
0.0608951591063,-0.0056563903928,0.0,86,-1.83288509748,3.9163415417e-15,0.0056563903928,-11063.9083055,-18.5403977562,-2.79860159665,0.000123432421806,-18.2034250338,0.0476623948146,1334,0.322015639919,426.46763752
0.0595938907048,-0.0300203952898,0.0,87,-1.82891786712,-6.95151637957e-16,0.0300203952898,-2.16547820374,-2.01717160403,-2.82020221512,-433.419989976,-2.00907672538,0.0638058204966,1334,0.321251353455,0.0989409774998
0.0588639241205,-0.0194019903471,0.0,88,-1.82032170788,4.33607180091e-15,0.0194019903471,-11088.0453946,-10.3324784471,-2.83252686968,6.13759578194e-06,-10.1589645576,0.0530519071424,1334,0.318673216665,303.413606609
0.0576944692419,-0.00606799739356,0.0,89,-1.8285315272,-1.10234438047e-15,0.00606799739356,-2.16930841247,-2.02679395895,-2.85259396376,-88.3343082663,-2.01864606749,0.0962119502639,1334,0.31775437813,0.0961824186706
0.056541815927,-0.113920333777,0.0,90,-1.83871091602,-1.37214698034e-16,0.113920333777,-2.15477358266,-2.02393179495,-2.87277480967,0.991209743443,-2.0157733283,0.0608116645261,1334,0.315630609775,0.095529321567
0.0563890689087,-0.0214165522649,0.0,91,-1.84411768739,-1.02247081089e-15,0.0214165522649,-11001.8706071,-34.757118192,-2.87547995294,1.32092759197e-06,-34.0972978352,0.0701865275236,1334,0.315285756973,597.331500662
0.0553441928344,-0.00342910662643,0.0,92,-1.8383222918,2.51080980372e-15,0.00342910662643,-11174.5303665,-68.1267993947,-2.89418354251,-0.00624409760253,-66.8029549309,0.0732046320959,1334,0.311168071826,851.377739318
0.0540436936084,-0.0132421001269,0.0,93,-1.84196470506,1.23348201967e-15,0.0132421001269,-11159.5356439,-35.0494713698,-2.9179624187,-0.00515147070518,-34.3840410381,0.0585112444911,1334,0.310093618083,602.369436169
0.0526058340391,-0.0274219096095,0.0,94,-1.85705550191,-6.55557289834e-16,0.0274219096095,-11154.8065176,-85.1820985338,-2.9449282521,-0.00123886130809,-83.519058706,0.0639789202734,1334,0.308579239813,956.88764425
0.0509842598932,-0.0170122708134,0.0,95,-1.85740825688,9.83741657183e-16,0.0170122708134,-2.15884658503,-2.02236752059,-2.97623832344,-1604.61413765,-2.01420777971,0.0969845050617,1334,0.309412351351,0.0954274089077
0.0489930812662,-0.028015228594,0.0,96,-1.85229878223,-7.03295562162e-16,0.0280152285939,-10931.3511449,-34.585864021,-3.01607618949,1.05114329452e-06,-33.9296329072,0.0640089903437,1334,0.302157781902,593.865393321
0.0477469030812,-0.00164666831908,0.0,97,-1.85394991525,3.79589746276e-16,0.00164666831909,-10957.4208241,-10.2479732338,-3.0418410711,-0.0608737495085,-10.0762619828,0.0299111316871,1334,0.295589705199,299.838172182
0.0470179191851,-0.0148921758389,0.0,98,-1.8552179339,-3.74270274387e-15,0.0148921758389,-11180.6051832,-43.3282262443,-3.05722649068,0.000922265996419,-42.4982098529,0.0459770841082,1334,0.294832271095,673.263950233
0.0457878105944,-0.00474264202784,0.0,99,-1.84942253456,2.77583497861e-16,0.00474264202784,-2.15266925755,-2.02809823416,-3.08373736751,-2155.6437624,-2.01989073394,0.0895186594211,1334,0.293293861332,0.093053401057
0.0454909763979,-0.00251731504302,0.0,100,-1.83049585377,-3.37999729266e-15,0.00251731504301,-11167.1971221,-26.9708783617,-3.09024129362,7.84202839776e-07,-26.4662708478,0.0237123706397,1334,0.29182239035,525.380815656
0.0448960074368,-0.00418076778792,0.0,101,-1.83507246426,3.34448444285e-15,0.00418076778792,-2.15351482847,-2.02632959527,-3.10340640942,-1250.78480949,-2.01811129257,0.0730787332597,1334,0.291778239314,0.0922644953307
0.0447752406697,-0.0234399505823,0.0,102,-1.84776420442,4.82057200532e-16,0.0234399505823,-11028.1385544,-34.8922835969,-3.10609995596,5.02185289464e-07,-34.2299567766,0.067964123545,1334,0.29163953157,599.409520216
0.0436467501828,-0.0116651636939,0.0,103,-1.83865321815,5.2259823433e-16,0.0116651636939,-11110.1253337,-18.6297583104,-3.13162645118,-0.0110185612485,-18.2910988179,0.0787014110284,1334,0.289381924918,428.586120962
0.0424258631005,-0.0132517735573,0.0,104,-1.83241435076,7.53357202264e-16,0.0132517735573,-11136.0702892,-10.3675816196,-3.15999712392,-0.00120058426593,-10.1933362988,0.0643760744491,1334,0.29086325857,304.728024742
0.0408808180467,-0.0264493830287,0.0,105,-1.84234180263,-1.70750192818e-15,0.0264493830287,-2.16243313606,-2.0117506609,-3.19709432236,-83.7702818721,-2.00369601212,0.0999081720926,1334,0.291644951809,0.0929951911393
0.0410199803125,-0.0111299250214,0.0,106,-1.83700741143,1.67854305612e-15,0.0111299250214,-10993.5979286,-10.2516813595,-3.19369600629,7.05954153246e-06,-10.0796428492,0.0733375091577,1334,0.292552484534,300.828945281
0.0405940515303,-0.0150939153912,0.0,107,-1.82937847352,1.06521210865e-15,0.0150939153912,-11128.986375,-18.6817702021,-3.20413373714,-0.00188307713984,-18.3419820165,0.0930189025819,1334,0.291244411409,430.189666484
0.0400964928481,-0.0251479752696,0.0,108,-1.83439485566,-2.54835299955e-16,0.0251479752696,-2.14699395757,-2.01500481006,-3.21646640864,-187.72314134,-2.00692804512,0.0642966590431,1334,0.293237203743,0.0970162952159
0.0399756176609,-0.0113475844915,0.0,109,-1.82672653119,2.86826340346e-15,0.0113475844915,-10988.8548825,-18.4684406689,-3.2194855692,2.61488220721e-06,-18.132789009,0.0508723757496,1334,0.292479847139,424.974589442
0.0386433092485,-0.00787002598691,0.0,110,-1.83136109558,4.59478053639e-15,0.00787002598692,-11113.638838,-10.3474282509,-3.25338163023,-0.00141166162429,-10.1735552502,0.0765583318357,1334,0.292084954542,304.114190371
0.0380226636944,-0.0217679030305,0.0,111,-1.8365639451,-1.44833892228e-15,0.0217679030305,-2.14333651532,-2.00464848632,-3.26957288403,-13.7378776249,-1.99665958057,0.055852048317,1334,0.293352047047,0.0970015703036
0.0380857046744,-0.0450417825113,0.0,112,-1.83051673062,-3.30945707287e-15,0.0450417825113,-11124.3155373,-100.27155267,-3.26791627265,-7.3177102955e-07,-98.3080959858,0.0534154944969,1334,0.293902593372,1031.41106893
0.0377679921425,-0.00407153036028,0.0,113,-1.8282918712,4.40482788231e-16,0.00407153036028,-10889.6467081,-10.1766738069,-3.27629330378,-0.360145210432,-10.0061689887,0.03461084369,1334,0.292057439474,297.983823264
0.0376978138576,-0.00315299732282,0.0,114,-1.82021779626,-9.02035401229e-16,0.00315299732282,-2.17027021738,-2.01796175187,-3.27815317407,-1547.51438431,-2.00983185458,0.0278765845372,1334,0.291584900064,0.095548540835
0.0376185645668,-0.112247218303,0.0,115,-1.8366088471,2.63840127282e-15,0.112247218303,-2.14300685466,-2.02064590043,-3.28025761196,0.991334616458,-2.0124795637,0.0677502157638,1334,0.291280094309,0.0946853010153
0.0376459021192,-0.00790820526079,0.0,116,-1.81743016054,-1.31068978481e-15,0.00790820526079,-11168.962997,-10.3671669314,-3.27953117212,5.93204754817e-06,-10.1926059717,0.0517818907924,1334,0.291536491695,305.62895342
0.0373662303731,-0.034642909171,0.0,117,-1.82326184035,-1.79244702816e-15,0.034642909171,-2.13806000399,-1.99232333914,-3.28698791365,-31.6706224215,-1.98442930748,0.0872507006826,1334,0.292557656142,0.0975090278431
0.0376221100392,-0.018040585119,0.0,118,-1.82135984887,-1.37477659053e-15,0.018040585119,-11243.5446393,-18.7519172962,-3.28016336845,2.34532508925e-06,-18.4105167697,0.0655889777972,1334,0.293423056338,432.537680555
0.0367849809767,-0.0161352045799,0.0,119,-1.81570260138,7.78634836794e-15,0.0161352045799,-10957.4987023,-10.2054667951,-3.30266564275,0.000197409322148,-10.0341404447,0.0883468699632,1334,0.293339724872,299.84147075
0.0358341493856,-0.00905533873617,0.0,120,-1.82390219364,1.36559755397e-15,0.00905533873617,-11145.8415141,-10.3290553578,-3.32885394679,-0.00119806720732,-10.1550078596,0.0475793342394,1334,0.290621610387,304.996709282
