"DriveNum","x","y","v","xped","yped","crash","rt","Rtotal"
3864,5,-99,4,3,5,0,4.969813299576001,1732.303786447244
3864,8,-74,4,-2,0,0,9.246479418592056,1732.303786447244
3864,6,-54,4,3,-1,0,13.117680429499947,1732.303786447244
3864,9,-35,4,-2,-1,0,18.08749372907595,1732.303786447244
3864,7,-16,4,0,-4,0,22.364159848092005,1732.303786447244
3864,7,0,4,-3,3,0,27.333973147668004,1732.303786447244
3864,4,23,4,5,-1,0,1732.303786447244,1732.303786447244
3865,5,-99,4,2,0,0,3.0239031505206873,1921.0337906610202
3865,7,-79,4,2,-1,0,6.607422088976797,1921.0337906610202
3865,9,-60,4,0,0,0,8.938178058937538,1921.0337906610202
3865,9,-40,4,0,2,0,11.962081209458226,1921.0337906610202
3865,9,-18,4,0,-2,0,14.985984359978914,1921.0337906610202
3865,9,0,4,0,3,0,18.009887510499603,1921.0337906610202
3865,9,23,4,0,4,0,1921.0337906610202,1921.0337906610202
3866,5,-99,4,0,2,0,4.276666119016055,6717.799811656624
3866,5,-79,3,-3,3,0,9.246479418592056,6717.799811656624
3866,2,-63,2,-2,-2,0,12.829998357048165,6717.799811656624
3866,0,-57,1,3,3,0,6717.799811656624,6717.799811656624
3867,5,-99,4,4,0,0,2.330755969960742,1447.4841014797034
3867,9,-79,4,0,5,0,5.354659120481429,1447.4841014797034
3867,9,-54,4,-2,-5,0,10.324472420057429,1447.4841014797034
3867,7,-39,4,-3,1,0,15.294285719633429,1447.4841014797034
3867,4,-20,3,-3,3,0,20.26409901920943,1447.4841014797034
3867,1,-4,2,5,2,0,25.23391231878543,1447.4841014797034
3867,6,8,2,-5,3,0,30.203725618361428,1447.4841014797034
3867,1,23,3,5,-5,0,1447.4841014797034,1447.4841014797034
3868,5,-99,4,-4,0,0,3.0239031505206873,7312.432084838704
3868,1,-81,3,-1,-4,0,6.3842785376625875,7312.432084838704
3868,0,-72,2,0,1,0,9.408181688183275,7312.432084838704
3868,0,-63,1,0,4,0,7312.432084838704,7312.432084838704
3869,5,-99,4,4,0,0,2.330755969960742,2022.4613235965455
3869,9,-79,4,0,3,0,5.354659120481429,2022.4613235965455
3869,9,-56,4,-2,0,0,9.631325239497485,2022.4613235965455
3869,7,-36,4,2,0,0,12.52169699739365,2022.4613235965455
3869,9,-16,4,-3,4,0,17.49151029696965,2022.4613235965455
3869,6,8,4,-1,4,0,2022.4613235965455,2022.4613235965455
3870,5,-99,4,-1,0,0,3.0239031505206873,6914.601138539074
3870,4,-81,3,0,-3,0,7.300569269536743,6914.601138539074
3870,4,-71,2,-4,4,0,11.577235388552797,6914.601138539074
3870,0,-59,1,0,-5,0,6914.601138539074,6914.601138539074
3871,5,-99,4,-4,0,0,3.0239031505206873,2703.8370695004032
3871,1,-81,3,0,4,0,7.300569269536743,2703.8370695004032
3871,1,-64,2,2,0,0,11.577235388552797,2703.8370695004032
3871,3,-56,1,3,4,0,16.547048688128797,2703.8370695004032
3871,6,-47,1,0,4,0,20.823714807144853,2703.8370695004032
3871,6,-38,1,3,-3,0,24.694915818052745,2703.8370695004032
3871,9,-36,1,-2,3,0,29.664729117628745,2703.8370695004032
3871,7,-28,1,2,1,0,33.248248056084854,2703.8370695004032
3871,9,-22,1,0,-5,0,36.27215120660554,2703.8370695004032
3871,9,-22,1,0,0,0,38.60290717656628,2703.8370695004032
3871,9,-17,1,-2,-3,0,43.57272047614229,2703.8370695004032
3871,7,-15,1,-3,-4,0,2703.8370695004032,2703.8370695004032
3872,5,-99,4,2,0,0,3.0239031505206873,5523.320983139025
3872,7,-79,4,-4,0,0,7.300569269536743,5523.320983139025
3872,3,-61,3,-1,-4,0,12.270382569112744,5523.320983139025
3872,2,-52,2,-1,-1,0,17.240195868688744,5523.320983139025
3872,1,-45,1,2,3,0,5523.320983139025,5523.320983139025
3873,5,-99,4,-2,0,0,3.0239031505206873,6417.0674301363315
3873,3,-81,3,-3,3,0,6.895104161428579,6417.0674301363315
3873,0,-65,2,1,3,0,11.86491746100458,6417.0674301363315
3873,1,-54,1,0,2,0,6417.0674301363315,6417.0674301363315
3874,5,-99,4,-4,0,0,3.0239031505206873,4025.7935281067207
3874,1,-81,3,5,4,0,7.993716450096688,4025.7935281067207
3874,6,-62,3,0,-1,0,12.270382569112744,4025.7935281067207
3874,6,-48,3,-4,-1,0,17.240195868688744,4025.7935281067207
3874,2,-36,2,-2,-2,0,20.823714807144853,4025.7935281067207
3874,0,-30,1,1,-4,0,4025.7935281067207,4025.7935281067207
3875,5,-99,4,-3,0,0,3.0239031505206873,7322.992713996161
3875,2,-81,3,-2,2,0,6.607422088976797,7322.992713996161
3875,0,-66,2,3,-5,0,11.577235388552797,7322.992713996161
3875,3,-63,1,0,4,0,7322.992713996161,7322.992713996161
3876,5,-99,4,-4,0,0,3.0239031505206873,3606.550411175331
3876,1,-81,3,2,-2,0,7.993716450096688,3606.550411175331
3876,3,-70,2,2,5,0,12.963529749672688,3606.550411175331
3876,5,-57,1,4,4,0,17.240195868688744,3606.550411175331
3876,9,-48,1,0,0,0,19.570951838649485,3606.550411175331
3876,9,-43,1,0,-3,0,22.594854989170173,3606.550411175331
3876,9,-41,1,0,5,0,25.61875813969086,3606.550411175331
3876,9,-31,1,-3,1,0,30.58857143926686,3606.550411175331
3876,6,-25,1,-2,-1,0,3606.550411175331,3606.550411175331
3877,5,-99,4,0,0,0,2.330755969960742,1351.748758483033
3877,5,-81,3,-1,4,0,7.300569269536743,1351.748758483033
3877,4,-64,2,3,-5,0,12.270382569112744,1351.748758483033
3877,7,-59,2,2,-2,0,15.853901507568853,1351.748758483033
3877,9,-51,2,0,1,0,18.87780465808954,1351.748758483033
3877,9,-40,2,0,0,0,21.208560628050282,1351.748758483033
3877,9,-30,2,-3,-2,0,26.178373927626282,1351.748758483033
3877,6,-22,2,1,1,0,31.148187227202282,1351.748758483033
3877,7,-11,2,-4,3,0,36.11800052677828,1351.748758483033
3877,3,0,1,5,-3,0,41.087813826354285,1351.748758483033
3877,8,2,1,0,4,0,45.36447994537034,1351.748758483033
3877,8,13,2,1,4,0,48.72485533251224,1351.748758483033
3877,9,29,3,0,3,0,1351.748758483033,1351.748758483033
3878,5,-99,4,-3,4,0,4.969813299576001,6541.1734674308145
3878,2,-77,3,1,1,0,9.939626599152001,6541.1734674308145
3878,3,-63,2,2,0,0,14.216292718168056,6541.1734674308145
3878,5,-55,1,0,-4,0,6541.1734674308145,6541.1734674308145
3879,5,-99,4,1,1,0,4.969813299576001,1812.2301417492413
3879,6,-78,4,3,0,0,8.147867129923947,1812.2301417492413
3879,9,-58,4,-2,4,0,13.117680429499949,1812.2301417492413
3879,7,-34,4,-4,0,0,17.394346548516005,1812.2301417492413
3879,3,-16,3,3,-4,0,22.364159848092005,1812.2301417492413
3879,6,-5,3,3,4,0,26.235360858999897,1812.2301417492413
3879,9,14,3,-3,5,0,1812.2301417492413,1812.2301417492413
3880,5,-99,4,-1,5,0,4.969813299576001,4120.823714807145
3880,4,-76,3,3,0,0,9.246479418592056,4120.823714807145
3880,7,-61,3,-5,4,0,14.216292718168056,4120.823714807145
3880,2,-44,2,-2,5,0,17.799811656624165,4120.823714807145
3880,0,-31,1,0,-4,0,4120.823714807145,4120.823714807145
3881,5,-99,4,4,0,0,2.330755969960742,21.90170780861023
3881,9,-79,4,0,-2,0,5.354659120481429,21.90170780861023
3881,9,-61,4,0,3,0,8.378562271002117,21.90170780861023
3881,9,-38,4,-4,-4,0,13.348375570578117,21.90170780861023
3881,5,-24,3,0,1,0,17.625041689594173,21.90170780861023
3881,5,-10,2,0,-3,0,21.90170780861023,21.90170780861023
3881,5,-5,1,-5,2,1,21.90170780861023,21.90170780861023
3882,5,-99,4,2,0,0,3.0239031505206873,1793.418644994153
3882,7,-79,4,-3,-4,0,7.993716450096688,1793.418644994153
3882,4,-65,3,5,2,0,12.963529749672688,1793.418644994153
3882,9,-48,3,0,-4,0,15.987432900193376,1793.418644994153
3882,9,-37,3,0,0,0,18.318188870154117,1793.418644994153
3882,9,-22,3,-2,4,0,23.288002169730117,1793.418644994153
3882,7,-3,3,2,2,0,26.871521108186226,1793.418644994153
3882,9,14,3,-3,5,0,1793.418644994153,1793.418644994153
3883,5,-99,4,0,0,0,2.330755969960742,5625.86263527624
3883,5,-81,3,-1,-3,0,7.300569269536743,5625.86263527624
3883,4,-71,2,2,3,0,12.270382569112744,5625.86263527624
3883,6,-58,2,-4,4,0,17.240195868688744,5625.86263527624
3883,2,-46,1,0,1,0,5625.86263527624,5625.86263527624
3884,5,-99,4,-1,1,0,4.969813299576001,6715.294285719633
3884,4,-80,3,-4,-1,0,9.246479418592056,6715.294285719633
3884,0,-68,2,0,3,0,12.270382569112744,6715.294285719633
3884,0,-57,1,0,4,0,6715.294285719633,6715.294285719633
3885,5,-99,4,0,0,0,2.330755969960742,7515.294285719634
3885,5,-81,3,-5,-1,0,7.300569269536743,7515.294285719634
3885,0,-69,2,0,-4,0,10.324472420057429,7515.294285719634
3885,0,-65,1,1,-5,0,7515.294285719634,7515.294285719634
3886,5,-99,4,3,0,0,3.0239031505206873,5220.264099019209
3886,8,-79,4,-4,-2,0,7.993716450096688,5220.264099019209
3886,4,-63,3,-4,1,0,12.270382569112744,5220.264099019209
3886,0,-49,2,0,-1,0,15.294285719633432,5220.264099019209
3886,0,-42,1,4,-5,0,5220.264099019209,5220.264099019209
3887,5,-99,4,4,3,0,4.276666119016055,1971.5472182093908
3887,9,-76,4,-5,-3,0,9.246479418592056,1971.5472182093908
3887,4,-61,3,-1,-4,0,14.216292718168056,1971.5472182093908
3887,3,-52,2,4,1,0,19.186106017744056,1971.5472182093908
3887,7,-41,2,2,3,0,22.769624956200165,1971.5472182093908
3887,9,-28,2,-1,4,0,27.739438255776165,1971.5472182093908
3887,8,-14,2,1,2,0,31.099813642918065,1971.5472182093908
3887,9,-2,2,-3,1,0,36.06962694249407,1971.5472182093908
3887,6,9,2,1,-4,0,41.03944024207007,1971.5472182093908
3887,7,17,3,2,-5,0,44.62295918052618,1971.5472182093908
3887,9,29,4,-4,-1,0,1971.5472182093908,1971.5472182093908
3888,5,-99,4,-3,0,0,3.0239031505206873,7519.623243843772
3888,2,-81,3,-1,-3,0,7.993716450096688,7519.623243843772
3888,1,-71,2,1,-2,0,12.963529749672688,7519.623243843772
3888,2,-65,1,-2,-4,0,7519.623243843772,7519.623243843772
3889,5,-99,4,-3,1,0,4.969813299576001,7138.950458076927
3889,2,-80,3,-2,-1,0,8.55333223803211,7138.950458076927
3889,0,-68,2,5,-1,0,13.523145537608112,7138.950458076927
3889,5,-61,1,-1,-4,0,7138.950458076927,7138.950458076927
3890,5,-99,4,4,0,0,2.330755969960742,1639.712122329476
3890,9,-79,4,0,5,0,5.354659120481429,1639.712122329476
3890,9,-54,4,-1,0,0,9.631325239497485,1639.712122329476
3890,8,-34,4,-5,-2,0,14.601138539073485,1639.712122329476
3890,3,-18,3,3,2,0,19.570951838649485,1639.712122329476
3890,6,-1,3,3,1,0,23.442152849557377,1639.712122329476
3890,9,15,3,0,-5,0,26.466056000078066,1639.712122329476
3890,9,27,4,-3,2,0,1639.712122329476,1639.712122329476
3891,5,-99,4,-2,0,0,3.0239031505206873,6683.340924779662
3891,3,-81,3,1,-2,0,7.993716450096688,6683.340924779662
3891,4,-70,2,0,-3,0,12.270382569112744,6683.340924779662
3891,4,-65,1,2,-1,0,17.240195868688744,6683.340924779662
3891,6,-61,1,2,0,0,21.5168619877048,6683.340924779662
3891,8,-56,1,-5,-2,0,6683.340924779662,6683.340924779662
3892,5,-99,4,4,5,0,4.276666119016055,2012.7869207049778
3892,9,-74,4,-1,3,0,9.246479418592056,2012.7869207049778
3892,8,-51,4,1,-4,0,12.606854805733956,2012.7869207049778
3892,9,-35,4,0,-1,0,15.630757956254644,2012.7869207049778
3892,9,-16,4,0,0,0,17.961513926215385,2012.7869207049778
3892,9,4,4,-3,5,0,22.931327225791385,2012.7869207049778
3892,6,29,4,-5,-5,0,2012.7869207049778,2012.7869207049778
3893,5,-99,4,1,0,0,3.0239031505206873,2096.493524470628
3893,6,-79,4,-1,2,0,7.993716450096688,2096.493524470628
3893,5,-59,3,4,-3,0,12.270382569112744,2096.493524470628
3893,9,-47,3,0,0,0,14.601138539073485,2096.493524470628
3893,9,-32,3,-5,1,0,19.570951838649485,2096.493524470628
3893,4,-18,2,3,0,0,23.84761795766554,2096.493524470628
3893,7,-8,2,2,4,0,27.43113689612165,2096.493524470628
3893,9,6,2,0,1,0,30.45504004664234,2096.493524470628
3893,9,19,3,0,-5,0,2096.493524470628,2096.493524470628
3894,5,-99,4,0,1,0,4.276666119016055,5521.326659482688
3894,5,-80,3,0,0,0,7.860185057472165,5521.326659482688
3894,5,-67,2,0,3,0,12.136851176488221,5521.326659482688
3894,5,-56,1,4,1,0,16.413517295504278,5521.326659482688
3894,9,-50,1,-3,-2,0,21.383330595080277,5521.326659482688
3894,6,-47,1,3,-2,0,25.25453160598817,5521.326659482688
3894,9,-44,1,-5,-4,0,5521.326659482688,5521.326659482688
3895,5,-99,4,1,1,0,4.969813299576001,4421.293718436391
3895,6,-78,4,-5,5,0,9.939626599152001,4421.293718436391
3895,1,-55,3,-1,4,0,13.300001986293902,4421.293718436391
3895,0,-38,2,0,-4,0,16.323905136814588,4421.293718436391
3895,0,-34,1,2,-3,0,4421.293718436391,4421.293718436391
3896,5,-99,4,2,0,0,3.0239031505206873,1244.286486943905
3896,7,-79,4,2,-3,0,6.607422088976797,1244.286486943905
3896,9,-62,4,-4,5,0,11.577235388552797,1244.286486943905
3896,5,-39,3,4,-3,0,15.853901507568853,1244.286486943905
3896,9,-27,3,-2,-4,0,20.823714807144853,1244.286486943905
3896,7,-16,3,-5,4,0,25.793528106720853,1244.286486943905
3896,2,0,2,3,-3,0,30.763341406296853,1244.286486943905
3896,5,4,1,0,-3,0,35.04000752531291,1244.286486943905
3896,5,8,2,2,0,0,39.316673644328965,1244.286486943905
3896,7,20,3,-2,1,0,1244.286486943905,1244.286486943905
3897,5,-99,4,2,0,0,3.0239031505206873,3475.2442209912933
3897,7,-79,4,2,0,0,5.914274908416852,3475.2442209912933
3897,9,-59,4,-4,-1,0,10.884088207992853,3475.2442209912933
3897,5,-42,3,0,-3,0,15.16075432700891,3475.2442209912933
3897,5,-32,2,0,0,0,18.74427326546502,3475.2442209912933
3897,5,-24,1,-1,4,0,3475.2442209912933,3475.2442209912933
3898,5,-99,4,-4,0,0,3.0239031505206873,3471.4566048675733
3898,1,-81,3,0,3,0,7.300569269536743,3471.4566048675733
3898,1,-65,2,5,-4,0,12.270382569112744,3471.4566048675733
3898,6,-59,2,3,-2,0,16.141583580020637,3471.4566048675733
3898,9,-51,2,0,-4,0,19.165486730541325,3471.4566048675733
3898,9,-45,2,-2,3,0,24.135300030117325,3471.4566048675733
3898,7,-32,2,0,-5,0,28.41196614913338,3471.4566048675733
3898,7,-27,2,-3,-5,0,33.38177944870938,3471.4566048675733
3898,4,-24,1,-3,-4,0,3471.4566048675733,3471.4566048675733
3899,5,-99,4,-3,0,0,3.0239031505206873,7820.180736546669
3899,2,-81,3,1,-5,0,7.993716450096688,7820.180736546669
3899,3,-73,2,-1,-3,0,12.963529749672688,7820.180736546669
3899,2,-68,1,0,4,0,7820.180736546669,7820.180736546669
3900,5,-99,4,2,2,0,4.969813299576001,1992.5643198863106
3900,7,-77,4,-2,-4,0,9.939626599152001,1992.5643198863106
3900,5,-63,3,4,-5,0,14.216292718168056,1992.5643198863106
3900,9,-53,3,-1,0,0,18.492958837184112,1992.5643198863106
3900,8,-38,3,0,2,0,22.76962495620017,1992.5643198863106
3900,8,-21,3,-3,-3,0,27.739438255776168,1992.5643198863106
3900,5,-11,2,4,4,0,32.01610437479222,1992.5643198863106
3900,9,3,2,-3,-4,0,36.985917674368224,1992.5643198863106
3900,6,9,2,3,-1,0,40.85711868527611,1992.5643198863106
3900,9,20,3,0,-5,0,1992.5643198863106,1992.5643198863106
3901,5,-99,4,-4,3,0,4.969813299576001,4760.271766486002
3901,1,-78,3,0,-3,0,9.246479418592056,4760.271766486002
3901,1,-68,2,5,0,0,13.523145537608112,4760.271766486002
3901,6,-58,2,3,2,0,17.394346548516005,4760.271766486002
3901,9,-46,2,-4,1,0,22.364159848092005,4760.271766486002
3901,5,-37,1,0,-2,0,4760.271766486002,4760.271766486002
3902,5,-99,4,3,0,0,3.0239031505206873,1232.1496357674166
3902,8,-79,4,-1,-5,0,7.993716450096688,1232.1496357674166
3902,7,-64,4,1,-2,0,12.963529749672688,1232.1496357674166
3902,8,-46,4,-2,3,0,17.933343049248688,1232.1496357674166
3902,6,-23,4,-4,5,0,22.903156348824687,1232.1496357674166
3902,2,0,3,1,3,0,27.872969648400687,1232.1496357674166
3902,3,20,4,0,1,0,1232.1496357674166,1232.1496357674166
3903,5,-99,4,3,0,0,3.0239031505206873,22.210009168264744
3903,8,-79,4,0,-3,0,7.300569269536743,22.210009168264744
3903,8,-62,4,-2,4,0,12.270382569112744,22.210009168264744
3903,6,-38,4,-1,1,0,17.240195868688744,22.210009168264744
3903,5,-19,3,-5,-2,0,22.210009168264744,22.210009168264744
3903,0,-8,2,0,3,1,22.210009168264744,22.210009168264744
3904,5,-99,4,2,0,0,3.0239031505206873,3695.41764386557
3904,7,-79,4,-5,0,0,7.300569269536743,3695.41764386557
3904,2,-61,3,1,-3,0,12.270382569112744,3695.41764386557
3904,3,-51,2,2,4,0,17.240195868688744,3695.41764386557
3904,5,-39,1,4,-2,0,21.5168619877048,3695.41764386557
3904,9,-36,1,-3,5,0,26.4866752872808,3695.41764386557
3904,6,-26,1,3,-4,0,30.357876298188692,3695.41764386557
3904,9,-25,1,0,-5,0,33.38177944870938,3695.41764386557
3904,9,-25,1,-5,-1,0,3695.41764386557,3695.41764386557
3905,5,-99,4,-5,1,0,4.969813299576001,6819.186106017744
3905,0,-80,3,4,-2,0,9.939626599152001,6819.186106017744
3905,4,-69,2,-4,3,0,14.216292718168056,6819.186106017744
3905,0,-58,1,5,4,0,6819.186106017744,6819.186106017744
3906,5,-99,4,2,1,0,4.969813299576001,1843.881021835797
3906,7,-78,4,2,-2,0,8.55333223803211,1843.881021835797
3906,9,-60,4,-2,-5,0,13.523145537608112,1843.881021835797
3906,7,-45,4,-3,-4,0,18.492958837184112,1843.881021835797
3906,4,-31,3,4,-5,0,23.462772136760112,1843.881021835797
3906,8,-21,3,-3,0,0,27.739438255776168,1843.881021835797
3906,5,-8,2,3,-2,0,32.70925155535217,1843.881021835797
3906,8,0,2,-2,0,0,36.985917674368224,1843.881021835797
3906,6,10,2,3,-1,0,40.85711868527611,1843.881021835797
3906,9,21,3,0,3,0,1843.881021835797,1843.881021835797
3907,5,-99,4,1,0,0,3.0239031505206873,5818.87780465809
3907,6,-79,4,-4,-3,0,7.993716450096688,5818.87780465809
3907,2,-64,3,-2,-5,0,11.577235388552797,5818.87780465809
3907,0,-56,2,0,0,0,13.907991358513538,5818.87780465809
3907,0,-48,1,3,-3,0,5818.87780465809,5818.87780465809
3908,5,-99,4,4,0,0,2.330755969960742,5340.774585506102
3908,9,-79,4,-4,3,0,7.300569269536743,5340.774585506102
3908,5,-58,3,-3,-4,0,12.270382569112744,5340.774585506102
3908,2,-49,2,2,-2,0,17.240195868688744,5340.774585506102
3908,4,-43,1,-3,-1,0,5340.774585506102,5340.774585506102
3909,5,-99,4,1,0,0,3.0239031505206873,2364.92974781893
3909,6,-79,4,1,-5,0,7.993716450096688,2364.92974781893
3909,7,-64,4,-1,0,0,12.270382569112744,2364.92974781893
3909,6,-44,4,-3,-2,0,17.240195868688744,2364.92974781893
3909,3,-28,3,0,-3,0,21.5168619877048,2364.92974781893
3909,3,-18,2,0,-3,0,25.793528106720856,2364.92974781893
3909,3,-13,1,2,5,0,2364.92974781893,2364.92974781893
3910,5,-99,4,-4,4,0,4.969813299576001,7216.323905136815
3910,1,-77,3,-1,-3,0,8.3301886867179,7216.323905136815
3910,0,-67,2,0,-3,0,11.354091837238588,7216.323905136815
3910,0,-62,1,3,-5,0,7216.323905136815,7216.323905136815
3911,5,-99,4,2,0,0,3.0239031505206873,1881.1383642473147
3911,7,-79,4,0,0,0,6.607422088976797,1881.1383642473147
3911,7,-59,4,2,0,0,9.497793846872963,1881.1383642473147
3911,9,-39,4,0,1,0,12.52169699739365,1881.1383642473147
3911,9,-18,4,-1,1,0,17.49151029696965,1881.1383642473147
3911,8,3,4,0,-5,0,21.768176415985707,1881.1383642473147
3911,8,18,4,-4,-5,0,1881.1383642473147,1881.1383642473147
3912,5,-99,4,0,4,0,4.276666119016055,6127.308868615105
3912,5,-77,3,-5,3,0,9.246479418592056,6127.308868615105
3912,0,-61,2,3,2,0,14.216292718168056,6127.308868615105
3912,3,-51,1,0,-3,0,6127.308868615105,6127.308868615105
3913,5,-99,4,-2,5,0,4.969813299576001,4746.407879683558
3913,3,-76,3,5,4,0,9.939626599152001,4746.407879683558
3913,8,-57,3,-3,1,0,14.909439898728003,4746.407879683558
3913,5,-43,2,-1,-2,0,19.879253198304003,4746.407879683558
3913,4,-37,1,-3,1,0,4746.407879683558,4746.407879683558
3914,5,-99,4,4,0,0,2.330755969960742,4127.268628208958
3914,9,-79,4,-4,-1,0,7.300569269536743,4127.268628208958
3914,5,-62,3,-5,5,0,12.270382569112744,4127.268628208958
3914,0,-44,2,2,5,0,17.240195868688744,4127.268628208958
3914,2,-31,1,-2,2,0,4127.268628208958,4127.268628208958
3915,5,-99,4,4,3,0,4.276666119016055,1930.7518068453244
3915,9,-76,4,0,-5,0,7.300569269536743,1930.7518068453244
3915,9,-61,4,0,5,0,10.324472420057429,1930.7518068453244
3915,9,-36,4,0,-1,0,13.348375570578117,1930.7518068453244
3915,9,-17,4,0,-4,0,16.372278721098805,1930.7518068453244
3915,9,-1,4,-3,4,0,21.342092020674805,1930.7518068453244
3915,6,23,4,3,-1,0,1930.7518068453244,1930.7518068453244
3916,5,-99,4,4,1,0,4.276666119016055,2089.886102381651
3916,9,-78,4,0,-3,0,7.300569269536743,2089.886102381651
3916,9,-61,4,0,-5,0,10.324472420057429,2089.886102381651
3916,9,-46,4,0,3,0,13.348375570578117,2089.886102381651
3916,9,-23,4,-2,-5,0,18.318188870154117,2089.886102381651
3916,7,-8,4,2,5,0,21.901707808610226,2089.886102381651
3916,9,17,4,-4,-1,0,2089.886102381651,2089.886102381651
3917,5,-99,4,2,0,0,3.0239031505206873,2014.3963586174118
3917,7,-79,4,-1,5,0,7.993716450096688,2014.3963586174118
3917,6,-54,4,1,4,0,12.963529749672688,2014.3963586174118
3917,7,-30,4,2,-4,0,16.547048688128797,2014.3963586174118
3917,9,-14,4,0,-2,0,19.570951838649485,2014.3963586174118
3917,9,4,4,-1,-3,0,24.540765138225485,2014.3963586174118
3917,8,21,4,-1,5,0,2014.3963586174118,2014.3963586174118
3918,5,-99,4,-4,0,0,3.0239031505206873,6313.6848478072
3918,1,-81,3,0,2,0,7.300569269536743,6313.6848478072
3918,1,-66,2,-1,5,0,10.660944656678643,6313.6848478072
3918,0,-53,1,0,5,0,6313.6848478072,6313.6848478072
3919,5,-99,4,0,1,0,4.276666119016055,2171.611294398792
3919,5,-80,3,2,2,0,9.246479418592056,2171.611294398792
3919,7,-63,3,-1,4,0,14.216292718168056,2171.611294398792
3919,6,-44,3,3,-4,0,18.08749372907595,2171.611294398792
3919,9,-33,3,0,-3,0,21.111396879596636,2171.611294398792
3919,9,-21,3,0,-1,0,24.135300030117325,2171.611294398792
3919,9,-7,3,0,0,0,26.466056000078066,2171.611294398792
3919,9,8,3,-3,5,0,2171.611294398792,2171.611294398792
3920,5,-99,4,2,0,0,3.0239031505206873,2229.153903493863
3920,7,-79,4,-1,-4,0,7.993716450096688,2229.153903493863
3920,6,-63,4,0,-5,0,12.270382569112744,2229.153903493863
3920,6,-48,4,-5,-4,0,17.240195868688744,2229.153903493863
3920,1,-34,3,0,1,0,21.5168619877048,2229.153903493863
3920,1,-20,2,-1,0,0,24.184090194286753,2229.153903493863
3920,0,-12,1,2,4,0,2229.153903493863,2229.153903493863
3921,5,-99,4,3,5,0,4.969813299576001,4053.595481159527
3921,8,-74,4,-3,-1,0,9.939626599152001,4053.595481159527
3921,5,-57,3,0,-4,0,14.216292718168056,4053.595481159527
3921,5,-48,2,2,0,0,18.492958837184112,4053.595481159527
3921,7,-38,2,-3,0,0,22.76962495620017,4053.595481159527
3921,4,-30,1,0,-5,0,4053.595481159527,4053.595481159527
3922,5,-99,4,4,5,0,4.276666119016055,1672.8469053316069
3922,9,-74,4,0,-2,0,7.300569269536743,1672.8469053316069
3922,9,-56,4,0,-4,0,10.324472420057429,1672.8469053316069
3922,9,-40,4,0,-3,0,13.348375570578117,1672.8469053316069
3922,9,-23,4,-4,1,0,18.318188870154117,1672.8469053316069
3922,5,-4,3,1,-2,0,23.288002169730117,1672.8469053316069
3922,6,9,3,2,0,0,27.564668288746173,1672.8469053316069
3922,8,26,4,-4,-5,0,1672.8469053316069,1672.8469053316069
3923,5,-99,4,-1,0,0,3.0239031505206873,5306.968153873247
3923,4,-81,3,0,-1,0,7.300569269536743,5306.968153873247
3923,4,-69,2,4,2,0,12.270382569112744,5306.968153873247
3923,8,-57,2,-3,-3,0,17.240195868688744,5306.968153873247
3923,5,-52,1,4,1,0,21.5168619877048,5306.968153873247
3923,9,-46,1,-1,-1,0,26.4866752872808,5306.968153873247
3923,8,-42,1,-5,-5,0,5306.968153873247,5306.968153873247
3924,5,-99,4,-1,0,0,3.0239031505206873,1924.4973852256528
3924,4,-81,3,2,0,0,7.300569269536743,1924.4973852256528
3924,6,-66,3,0,5,0,11.577235388552797,1924.4973852256528
3924,6,-46,3,0,3,0,15.853901507568853,1924.4973852256528
3924,6,-28,3,-1,-3,0,20.823714807144853,1924.4973852256528
3924,5,-18,2,-1,2,0,25.793528106720853,1924.4973852256528
3924,4,-8,1,0,3,0,1924.4973852256528,1924.4973852256528
3925,5,-99,4,-5,0,0,3.0239031505206873,7036.784722296342
3925,0,-81,3,0,-4,0,6.0478063010413745,7036.784722296342
3925,0,-72,2,5,4,0,11.017619600617376,7036.784722296342
3925,5,-60,1,-4,2,0,7036.784722296342,7036.784722296342
3926,5,-99,4,0,5,0,4.276666119016055,4091.897816159709
3926,5,-76,3,-3,-2,0,9.246479418592056,4091.897816159709
3926,2,-65,2,2,5,0,14.216292718168056,4091.897816159709
3926,4,-52,1,4,-1,0,19.186106017744056,4091.897816159709
3926,8,-48,1,1,3,0,22.546481404885956,4091.897816159709
3926,9,-40,1,-3,5,0,27.516294704461956,4091.897816159709
3926,6,-30,1,-1,-2,0,4091.897816159709,4091.897816159709
3927,5,-99,4,0,0,0,2.330755969960742,6912.655228390018
3927,5,-81,3,-5,-1,0,7.300569269536743,6912.655228390018
3927,0,-69,2,0,2,0,10.324472420057429,6912.655228390018
3927,0,-59,1,0,0,0,6912.655228390018,6912.655228390018
3928,5,-99,4,-5,3,0,4.969813299576001,6716.547048688129
3928,0,-78,3,5,0,0,9.246479418592056,6716.547048688129
3928,5,-65,2,-5,0,0,13.523145537608112,6716.547048688129
3928,0,-57,1,0,-1,0,6716.547048688129,6716.547048688129
3929,5,-99,4,-5,0,0,3.0239031505206873,7823.161478784783
3929,0,-81,3,3,-4,0,7.993716450096688,7823.161478784783
3929,3,-72,2,0,-4,0,12.270382569112744,7823.161478784783
3929,3,-68,1,-1,0,0,7823.161478784783,7823.161478784783
3930,5,-99,4,2,0,0,3.0239031505206873,2428.6672656879805
3930,7,-79,4,2,5,0,6.607422088976797,2428.6672656879805
3930,9,-54,4,-4,-3,0,11.577235388552797,2428.6672656879805
3930,5,-39,3,-4,0,0,15.853901507568853,2428.6672656879805
