"DriveNum","x","y","v","xped","yped","crash","rt","Rtotal"
2210,4,-64,1,-1,-5,0,7429.034865440689,7429.034865440689
2211,5,-99,4,-2,0,0,3.0239031505206873,6515.630757956255
2211,3,-81,3,-2,5,0,7.993716450096688,6515.630757956255
2211,1,-63,2,-1,0,0,10.660944656678643,6515.630757956255
2211,0,-55,1,5,1,0,6515.630757956255,6515.630757956255
2212,5,-99,4,1,0,0,3.0239031505206873,2052.6968655886026
2212,6,-79,4,3,-4,0,6.895104161428579,2052.6968655886026
2212,9,-63,4,0,-3,0,9.919007311949265,2052.6968655886026
2212,9,-46,4,-2,5,0,14.888820611525265,2052.6968655886026
2212,7,-21,4,2,-4,0,18.472339549981374,2052.6968655886026
2212,9,-5,4,0,0,0,20.803095519942115,2052.6968655886026
2212,9,15,4,0,0,0,2052.6968655886026,2052.6968655886026
2213,5,-99,4,4,4,0,4.276666119016055,4420.823714807145
2213,9,-75,4,-4,3,0,9.246479418592056,4420.823714807145
2213,5,-54,3,-1,-3,0,14.216292718168056,4420.823714807145
2213,4,-44,2,-4,2,0,18.492958837184112,4420.823714807145
2213,0,-34,1,0,0,0,4420.823714807145,4420.823714807145
2214,5,-99,4,3,5,0,4.969813299576001,1804.0030451895807
2214,8,-74,4,-4,2,0,9.939626599152001,1804.0030451895807
2214,4,-54,3,0,1,0,14.216292718168056,1804.0030451895807
2214,4,-40,2,2,5,0,19.186106017744056,1804.0030451895807
2214,6,-25,2,2,2,0,24.155919317320055,1804.0030451895807
2214,8,-13,2,1,-3,0,27.516294704461956,1804.0030451895807
2214,9,-6,2,-2,-1,0,32.48610800403796,1804.0030451895807
2214,7,3,2,-1,2,0,37.45592130361396,1804.0030451895807
2214,6,17,3,-4,4,0,1804.0030451895807,1804.0030451895807
2215,5,-99,4,4,5,0,4.276666119016055,2226.7543128683997
2215,9,-74,4,0,1,0,7.300569269536743,2226.7543128683997
2215,9,-53,4,0,5,0,10.324472420057429,2226.7543128683997
2215,9,-28,4,0,0,0,12.65522839001817,2226.7543128683997
2215,9,-8,4,-2,2,0,17.62504168959417,2226.7543128683997
2215,7,14,4,-2,-4,0,2226.7543128683997,2226.7543128683997
2216,5,-99,4,2,3,0,4.969813299576001,1132.709251555352
2216,7,-76,4,0,-3,0,9.246479418592056,1132.709251555352
2216,7,-59,4,2,-5,0,12.829998357048165,1132.709251555352
2216,9,-44,4,-3,3,0,17.799811656624165,1132.709251555352
2216,6,-21,4,-5,4,0,22.769624956200165,1132.709251555352
2216,1,0,3,5,5,0,27.739438255776165,1132.709251555352
2216,6,22,4,-2,1,0,1132.709251555352,1132.709251555352
2217,5,-99,4,0,0,0,2.330755969960742,7413.348375570578
2217,5,-81,3,-5,-5,0,7.300569269536743,7413.348375570578
2217,0,-73,2,0,1,0,10.324472420057429,7413.348375570578
2217,0,-64,1,0,4,0,7413.348375570578,7413.348375570578
2218,5,-99,4,0,4,0,4.276666119016055,6417.799811656624
2218,5,-77,3,-3,4,0,9.246479418592056,6417.799811656624
2218,2,-60,2,-2,-2,0,12.829998357048165,6417.799811656624
2218,0,-54,1,1,-1,0,6417.799811656624,6417.799811656624
2219,5,-99,4,0,2,0,4.276666119016055,2112.97527213599
2219,5,-79,3,4,-2,0,8.55333223803211,2112.97527213599
2219,9,-66,3,0,-2,0,11.577235388552797,2112.97527213599
2219,9,-53,3,-1,-3,0,16.547048688128797,2112.97527213599
2219,8,-41,3,1,-1,0,19.907424075270697,2112.97527213599
2219,9,-27,3,0,3,0,22.931327225791385,2112.97527213599
2219,9,-9,3,0,0,0,25.262083195752126,2112.97527213599
2219,9,6,3,0,-2,0,28.285986346272814,2112.97527213599
2219,9,21,4,0,-1,0,2112.97527213599,2112.97527213599
2220,5,-99,4,-2,0,0,3.0239031505206873,2304.6129212563455
2220,3,-81,3,4,0,0,7.300569269536743,2304.6129212563455
2220,7,-66,3,2,-2,0,10.884088207992853,2304.6129212563455
2220,9,-53,3,-3,4,0,15.853901507568853,2304.6129212563455
2220,6,-34,3,3,-3,0,19.725102518476746,2304.6129212563455
2220,9,-22,3,0,-2,0,22.749005668997434,2304.6129212563455
2220,9,-9,3,0,5,0,25.772908819518122,2304.6129212563455
2220,9,11,3,0,1,0,28.79681197003881,2304.6129212563455
2220,9,29,4,0,1,0,2304.6129212563455,2304.6129212563455
2221,5,-99,4,2,0,0,3.0239031505206873,5025.820593707303
2221,7,-79,4,-3,0,0,7.300569269536743,5025.820593707303
2221,4,-61,3,-3,5,0,12.270382569112744,5025.820593707303
2221,1,-43,2,1,-5,0,17.240195868688744,5025.820593707303
2221,2,-40,1,-2,1,0,5025.820593707303,5025.820593707303
2222,5,-99,4,-5,4,0,4.969813299576001,6441.591704019684
2222,0,-77,3,5,2,0,9.939626599152001,6441.591704019684
2222,5,-62,2,0,0,0,13.523145537608112,6441.591704019684
2222,5,-54,1,-1,2,0,6441.591704019684,6441.591704019684
2223,5,-99,4,4,0,0,2.330755969960742,2013.010064256292
2223,9,-79,4,-2,-2,0,7.300569269536743,2013.010064256292
2223,7,-61,4,0,-4,0,11.577235388552797,2013.010064256292
2223,7,-45,4,2,-3,0,15.160754327008906,2013.010064256292
2223,9,-28,4,0,4,0,18.184657477529594,2013.010064256292
2223,9,-4,4,-3,-5,0,23.154470777105594,2013.010064256292
2223,6,11,4,-1,5,0,2013.010064256292,2013.010064256292
2224,5,-99,4,2,5,0,4.969813299576001,1754.763968256991
2224,7,-74,4,2,0,0,7.860185057472165,1754.763968256991
2224,9,-54,4,-4,-3,0,12.829998357048165,1754.763968256991
2224,5,-39,3,4,2,0,17.10666447606422,1754.763968256991
2224,9,-22,3,-1,1,0,22.07647777564022,1754.763968256991
2224,8,-6,3,-4,0,0,26.353143894656277,1754.763968256991
2224,4,6,2,-4,-1,0,30.629810013672333,1754.763968256991
2224,0,17,3,0,4,0,1754.763968256991,1754.763968256991
2225,5,-99,4,0,0,0,2.330755969960742,1858.4337227877945
2225,5,-81,3,0,2,0,6.607422088976797,1858.4337227877945
2225,5,-66,2,0,1,0,10.884088207992853,1858.4337227877945
2225,5,-57,1,4,-1,0,15.16075432700891,1858.4337227877945
2225,9,-53,1,0,3,0,18.184657477529598,1858.4337227877945
2225,9,-45,1,0,-5,0,21.208560628050286,1858.4337227877945
2225,9,-45,1,-2,-2,0,26.178373927626286,1858.4337227877945
2225,7,-42,1,1,-1,0,31.148187227202285,1858.4337227877945
2225,8,-38,1,-2,1,0,36.11800052677829,1858.4337227877945
2225,6,-32,1,0,5,0,40.394666645794345,1858.4337227877945
2225,6,-22,1,1,-5,0,45.36447994537035,1858.4337227877945
2225,7,-22,1,2,0,0,48.25485170326651,1858.4337227877945
2225,9,-17,1,-2,-3,0,53.224665002842514,1858.4337227877945
2225,7,-15,1,0,2,0,57.50133112185857,1858.4337227877945
2225,7,-8,1,-1,-2,0,62.47114442143457,1858.4337227877945
2225,6,-5,1,2,2,0,67.44095772101058,1858.4337227877945
2225,8,2,1,0,2,0,71.71762384002663,1858.4337227877945
2225,8,11,2,1,2,0,75.07799922716853,1858.4337227877945
2225,9,25,3,0,0,0,1858.4337227877945,1858.4337227877945
2226,5,-99,4,2,4,0,4.969813299576001,1529.9366628331122
2226,7,-75,4,0,0,0,8.55333223803211,1529.9366628331122
2226,7,-55,4,0,0,0,12.136851176488221,1529.9366628331122
2226,7,-35,4,-5,-5,0,17.10666447606422,1529.9366628331122
2226,2,-22,3,-2,3,0,20.69018341452033,1529.9366628331122
2226,0,-6,2,4,-5,0,25.65999671409633,1529.9366628331122
2226,4,-3,1,-1,0,0,1529.9366628331122,1529.9366628331122
2227,5,-99,4,-4,0,0,3.0239031505206873,7314.601138539074
2227,1,-81,3,1,-2,0,7.993716450096688,7314.601138539074
2227,2,-70,2,-2,-1,0,11.577235388552797,7314.601138539074
2227,0,-63,1,0,-4,0,7314.601138539074,7314.601138539074
2228,5,-99,4,0,4,0,4.276666119016055,5028.459651036917
2228,5,-77,3,3,4,0,9.246479418592056,5028.459651036917
2228,8,-58,3,-5,-4,0,14.216292718168056,5028.459651036917
2228,3,-49,2,-1,1,0,19.186106017744056,5028.459651036917
2228,2,-40,1,0,1,0,5028.459651036917,5028.459651036917
2229,5,-99,4,2,0,0,3.0239031505206873,1955.6081588934817
2229,7,-79,4,1,3,0,7.993716450096688,1955.6081588934817
2229,8,-56,4,-4,2,0,12.963529749672688,1955.6081588934817
2229,4,-36,3,3,0,0,17.240195868688744,1955.6081588934817
2229,7,-21,3,0,0,0,20.823714807144853,1955.6081588934817
2229,7,-6,3,1,-3,0,25.793528106720853,1955.6081588934817
2229,8,6,3,0,-4,0,30.07019422573691,1955.6081588934817
2229,8,19,4,0,0,0,1955.6081588934817,1955.6081588934817
2230,5,-99,4,-1,0,0,3.0239031505206873,7418.978138940417
2230,4,-81,3,-4,-1,0,7.300569269536743,7418.978138940417
2230,0,-69,2,2,-3,0,12.270382569112744,7418.978138940417
2230,2,-64,1,-2,-3,0,7418.978138940417,7418.978138940417
2231,5,-99,4,-2,0,0,3.0239031505206873,7820.873883727229
2231,3,-81,3,1,-3,0,7.993716450096688,7820.873883727229
2231,4,-71,2,-2,-5,0,12.963529749672688,7820.873883727229
2231,2,-68,1,3,-3,0,7820.873883727229,7820.873883727229
2232,5,-99,4,4,4,0,4.276666119016055,2364.75858657899
2232,9,-75,4,0,5,0,7.300569269536743,2364.75858657899
2232,9,-50,4,0,2,0,10.324472420057429,2364.75858657899
2232,9,-28,4,0,-2,0,13.348375570578117,2364.75858657899
2232,9,-10,4,0,3,0,16.372278721098805,2364.75858657899
2232,9,13,4,0,2,0,2364.75858657899,2364.75858657899
2233,5,-99,4,-3,0,0,3.0239031505206873,6713.907991358514
2233,2,-81,3,-2,0,0,5.914274908416852,6713.907991358514
2233,0,-68,2,0,3,0,8.938178058937538,6713.907991358514
2233,0,-57,1,1,3,0,6713.907991358514,6713.907991358514
2234,5,-99,4,-2,0,0,3.0239031505206873,2031.1481872272022
2234,3,-81,3,4,1,0,7.993716450096688,2031.1481872272022
2234,7,-65,3,0,0,0,11.577235388552797,2031.1481872272022
2234,7,-50,3,2,-5,0,15.160754327008906,2031.1481872272022
2234,9,-40,3,0,-5,0,18.184657477529594,2031.1481872272022
2234,9,-30,3,-4,2,0,23.154470777105594,2031.1481872272022
2234,5,-15,2,-5,-3,0,28.124284076681594,2031.1481872272022
2234,0,-10,1,0,-2,0,2031.1481872272022,2031.1481872272022
2235,5,-99,4,4,0,0,2.330755969960742,2303.940393362988
2235,9,-79,4,-2,-5,0,7.300569269536743,2303.940393362988
2235,7,-64,4,-4,-1,0,12.270382569112744,2303.940393362988
2235,3,-47,3,4,3,0,17.240195868688744,2303.940393362988
2235,7,-29,3,2,3,0,20.823714807144853,2303.940393362988
2235,9,-11,3,0,5,0,23.84761795766554,2303.940393362988
2235,9,9,3,0,0,0,26.178373927626282,2303.940393362988
2235,9,26,4,-1,-5,0,2303.940393362988,2303.940393362988
2236,5,-99,4,4,0,0,2.330755969960742,2165.101036058269
2236,9,-79,4,0,-4,0,5.354659120481429,2165.101036058269
2236,9,-63,4,0,5,0,8.378562271002117,2165.101036058269
2236,9,-38,4,0,5,0,11.402465421522805,2165.101036058269
2236,9,-13,4,-2,2,0,16.372278721098805,2165.101036058269
2236,7,9,4,1,0,0,20.64894484011486,2165.101036058269
2236,8,29,4,-2,0,0,2165.101036058269,2165.101036058269
2237,5,-99,4,4,5,0,4.276666119016055,1548.3919464304229
2237,9,-74,4,-3,-3,0,9.246479418592056,1548.3919464304229
2237,6,-57,4,0,5,0,13.523145537608112,1548.3919464304229
2237,6,-32,4,-1,0,0,17.79981165662417,1548.3919464304229
2237,5,-14,3,0,0,0,21.383330595080277,1548.3919464304229
2237,5,-1,2,0,-2,0,25.659996714096334,1548.3919464304229
2237,5,4,1,1,0,0,29.93666283311239,1548.3919464304229
2237,6,11,2,-5,0,0,34.21332895212844,1548.3919464304229
2237,1,23,3,5,0,0,1548.3919464304229,1548.3919464304229
2238,5,-99,4,-4,3,0,4.969813299576001,6232.1094293789265
2238,1,-78,3,3,2,0,9.939626599152001,6232.1094293789265
2238,4,-63,2,3,-2,0,14.909439898728003,6232.1094293789265
2238,7,-55,2,-4,-5,0,19.879253198304003,6232.1094293789265
2238,3,-52,1,0,0,0,6232.1094293789265,6232.1094293789265
2239,5,-99,4,3,0,0,3.0239031505206873,2226.4460115087454
2239,8,-79,4,-1,0,0,7.300569269536743,2226.4460115087454
2239,7,-59,4,2,3,0,10.884088207992853,2226.4460115087454
2239,9,-36,4,0,4,0,13.907991358513542,2226.4460115087454
2239,9,-12,4,0,0,0,16.238747328474282,2226.4460115087454
2239,9,8,4,0,-4,0,19.26265047899497,2226.4460115087454
2239,9,24,4,0,5,0,2226.4460115087454,2226.4460115087454
2240,5,-99,4,0,0,0,2.330755969960742,2470.1254270803265
2240,5,-81,3,0,-2,0,6.607422088976797,2470.1254270803265
2240,5,-70,2,1,-5,0,11.577235388552797,2470.1254270803265
2240,6,-65,2,1,4,0,16.547048688128797,2470.1254270803265
2240,7,-51,2,-3,4,0,21.516861987704797,2470.1254270803265
2240,4,-39,1,5,-5,0,26.486675287280796,2470.1254270803265
2240,9,-39,1,0,3,0,29.510578437801485,2470.1254270803265
2240,9,-31,1,0,3,0,32.53448158832217,2470.1254270803265
2240,9,-23,1,0,-1,0,35.55838473884286,2470.1254270803265
2240,9,-19,1,-1,-3,0,40.528198038418864,2470.1254270803265
2240,8,-17,1,1,1,0,43.888573425560764,2470.1254270803265
2240,9,-11,1,-4,4,0,2470.1254270803265,2470.1254270803265
2241,5,-99,4,0,0,0,2.330755969960742,7114.601138539074
2241,5,-81,3,-5,4,0,7.300569269536743,7114.601138539074
2241,0,-64,2,0,-5,0,10.324472420057429,7114.601138539074
2241,0,-61,1,5,0,0,7114.601138539074,7114.601138539074
2242,5,-99,4,4,0,0,2.330755969960742,2168.587391248271
2242,9,-79,4,0,-1,0,5.354659120481429,2168.587391248271
2242,9,-60,4,-3,3,0,10.324472420057429,2168.587391248271
2242,6,-37,4,0,1,0,14.601138539073485,2168.587391248271
2242,6,-16,4,3,3,0,18.472339549981378,2168.587391248271
2242,9,7,4,-4,-4,0,23.442152849557377,2168.587391248271
2242,5,23,4,1,5,0,2168.587391248271,2168.587391248271
2243,5,-99,4,1,2,0,4.969813299576001,4249.05901863674
2243,6,-77,4,-3,1,0,9.939626599152001,4249.05901863674
2243,3,-58,3,-2,0,0,14.216292718168056,4249.05901863674
2243,1,-45,2,3,5,0,19.186106017744056,4249.05901863674
2243,4,-32,1,-3,-4,0,4249.05901863674,4249.05901863674
2244,5,-99,4,1,0,0,3.0239031505206873,2051.780574856729
2244,6,-79,4,3,0,0,6.2019569808686335,2051.780574856729
2244,9,-59,4,0,-2,0,9.225860131389322,2051.780574856729
2244,9,-41,4,0,-1,0,12.24976328191001,2051.780574856729
2244,9,-22,4,0,-3,0,15.273666432430698,2051.780574856729
2244,9,-5,4,-1,0,0,19.550332551446754,2051.780574856729
2244,8,15,4,1,0,0,2051.780574856729,2051.780574856729
2245,5,-99,4,3,3,0,4.969813299576001,1929.8470506744227
2245,8,-76,4,1,-1,0,8.3301886867179,1929.8470506744227
2245,9,-57,4,-2,-3,0,13.3000019862939,1929.8470506744227
2245,7,-40,4,2,-1,0,16.88352092475001,1929.8470506744227
2245,9,-21,4,0,1,0,19.907424075270697,1929.8470506744227
2245,9,0,4,-1,-1,0,24.877237374846697,1929.8470506744227
2245,8,19,4,-5,-4,0,1929.8470506744227,1929.8470506744227
2246,5,-99,4,-1,0,0,3.0239031505206873,7218.3857220353375
2246,4,-81,3,-2,3,0,7.993716450096688,7218.3857220353375
2246,2,-65,2,0,-5,0,12.270382569112744,7218.3857220353375
2246,2,-62,1,-2,0,0,7218.3857220353375,7218.3857220353375
2247,5,-99,4,3,0,0,3.0239031505206873,1354.4050053779786
2247,8,-79,4,1,-3,0,6.3842785376625875,1354.4050053779786
2247,9,-62,4,-1,0,0,10.660944656678643,1354.4050053779786
2247,8,-42,4,1,-3,0,14.021320043820543,1354.4050053779786
2247,9,-25,4,-4,-5,0,18.991133343396545,1354.4050053779786
2247,5,-12,3,-2,1,0,23.960946642972544,1354.4050053779786
2247,3,1,2,-1,0,0,28.2376127619886,1354.4050053779786
2247,2,13,3,3,-5,0,33.207426061564604,1354.4050053779786
2247,5,25,4,-5,-5,0,1354.4050053779786,1354.4050053779786
2248,5,-99,4,-5,0,0,3.0239031505206873,1947.808148020753
2248,0,-81,3,2,1,0,7.993716450096688,1947.808148020753
2248,2,-67,2,4,-3,0,12.963529749672688,1947.808148020753
2248,6,-60,2,0,5,0,17.240195868688744,1947.808148020753
2248,6,-45,2,3,-2,0,21.111396879596636,1947.808148020753
2248,9,-37,2,0,-5,0,24.135300030117325,1947.808148020753
2248,9,-32,2,0,-1,0,27.159203180638013,1947.808148020753
2248,9,-23,2,0,-4,0,30.1831063311587,1947.808148020753
2248,9,-17,2,0,0,0,32.513862301119445,1947.808148020753
2248,9,-7,2,0,-3,0,35.537765451640134,1947.808148020753
2248,9,0,2,0,-1,0,38.56166860216082,1947.808148020753
2248,9,9,2,-5,5,0,43.531481901736825,1947.808148020753
2248,4,26,3,-4,-2,0,1947.808148020753,1947.808148020753
2249,5,-99,4,-5,3,0,4.969813299576001,6243.169260661335
2249,0,-78,3,4,0,0,9.246479418592056,6243.169260661335
2249,4,-65,2,1,5,0,14.216292718168056,6243.169260661335
2249,5,-52,1,-1,-4,0,6243.169260661335,6243.169260661335
2250,5,-99,4,-5,4,0,4.969813299576001,7314.0415227511385
2250,0,-77,3,0,-3,0,7.993716450096688,7314.0415227511385
2250,0,-67,2,0,-4,0,11.017619600617376,7314.0415227511385
2250,0,-63,1,0,1,0,7314.0415227511385,7314.0415227511385
2251,5,-99,4,-2,0,0,3.0239031505206873,7422.475828256
2251,3,-81,3,0,-3,0,7.300569269536743,7422.475828256
2251,3,-71,2,0,-1,0,11.577235388552797,7422.475828256
2251,3,-64,1,-3,-5,0,7422.475828256,7422.475828256
2252,5,-99,4,-3,1,0,4.969813299576001,5669.595211910953
2252,2,-80,3,0,-2,0,9.246479418592056,5669.595211910953
2252,2,-69,2,0,4,0,13.523145537608112,5669.595211910953
2252,2,-57,1,4,0,0,17.79981165662417,5669.595211910953
2252,6,-52,1,0,-4,0,22.076477775640225,5669.595211910953
2252,6,-51,1,0,0,0,25.659996714096334,5669.595211910953
2252,6,-46,1,-5,4,0,5669.595211910953,5669.595211910953
2253,5,-99,4,-5,0,0,3.0239031505206873,7111.402465421523
2253,0,-81,3,0,-4,0,6.0478063010413745,7111.402465421523
2253,0,-72,2,0,3,0,9.07170945156206,7111.402465421523
2253,0,-61,1,0,0,0,7111.402465421523,7111.402465421523
2254,5,-99,4,-2,0,0,3.0239031505206873,1931.869505284729
2254,3,-81,3,5,-3,0,7.993716450096688,1931.869505284729
2254,8,-69,3,0,-5,0,12.270382569112744,1931.869505284729
2254,8,-59,3,1,-2,0,15.630757956254644,1931.869505284729
2254,9,-46,3,-2,0,0,19.9074240752707,1931.869505284729
2254,7,-31,3,2,0,0,22.797795833166866,1931.869505284729
2254,9,-16,3,0,1,0,25.821698983687554,1931.869505284729
2254,9,0,3,0,1,0,28.845602134208242,1931.869505284729
2254,9,18,4,0,-2,0,1931.869505284729,1931.869505284729
2255,5,-99,4,-5,0,0,3.0239031505206873,6717.415683998193
2255,0,-81,3,0,-2,0,6.0478063010413745,6717.415683998193
2255,0,-70,2,2,5,0,11.017619600617376,6717.415683998193
2255,2,-57,1,-2,0,0,6717.415683998193,6717.415683998193
2256,5,-99,4,1,0,0,3.0239031505206873,4123.82249302243
2256,6,-79,4,-3,3,0,7.993716450096688,4123.82249302243
2256,3,-58,3,0,3,0,12.270382569112744,4123.82249302243
2256,3,-42,2,-2,3,0,17.240195868688744,4123.82249302243
2256,1,-31,1,2,5,0,4123.82249302243,4123.82249302243
2257,5,-99,4,-4,0,0,3.0239031505206873,7020.572603790142
2257,1,-81,3,0,4,0,7.300569269536743,7020.572603790142
2257,1,-64,2,1,-4,0,12.270382569112744,7020.572603790142
2257,2,-60,1,-1,-4,0,7020.572603790142,7020.572603790142
2258,5,-99,4,0,5,0,4.276666119016055,6826.246397129826
2258,5,-76,3,-5,0,0,8.55333223803211,6826.246397129826
2258,0,-63,2,3,-3,0,13.523145537608112,6826.246397129826
2258,3,-58,1,1,-2,0,6826.246397129826,6826.246397129826
2259,5,-99,4,-3,2,0,4.969813299576001,2062.6852823519243
2259,2,-79,3,5,0,0,9.246479418592056,2062.6852823519243
2259,7,-64,3,2,0,0,12.136851176488221,2062.6852823519243
2259,9,-49,3,0,4,0,15.16075432700891,2062.6852823519243
2259,9,-30,3,0,0,0,17.49151029696965,2062.6852823519243
2259,9,-15,3,0,-5,0,20.51541344749034,2062.6852823519243
2259,9,-5,3,-1,0,0,24.792079566506395,2062.6852823519243
2259,8,10,3,1,1,0,28.152454953648295,2062.6852823519243
2259,9,28,4,-4,-3,0,2062.6852823519243,2062.6852823519243
2260,5,-99,4,0,5,0,4.276666119016055,2299.488957276942
2260,5,-76,3,4,2,0,8.55333223803211,2299.488957276942
2260,9,-59,3,0,-4,0,11.577235388552797,2299.488957276942
2260,9,-48,3,0,3,0,14.601138539073485,2299.488957276942
2260,9,-30,3,0,4,0,17.625041689594173,2299.488957276942
2260,9,-11,3,0,5,0,20.64894484011486,2299.488957276942
2260,9,9,3,0,3,0,23.67284799063555,2299.488957276942
2260,9,29,4,0,-2,0,2299.488957276942,2299.488957276942
2261,5,-99,4,-1,2,0,4.969813299576001,7618.7806409096365
2261,4,-79,3,-1,-4,0,9.939626599152001,7618.7806409096365
2261,3,-70,2,-3,-4,0,13.810827610059892,7618.7806409096365
2261,0,-66,1,1,3,0,7618.7806409096365,7618.7806409096365
2262,5,-99,4,0,0,0,2.330755969960742,1947.6013747459465
2262,5,-81,3,4,0,0,5.914274908416852,1947.6013747459465
2262,9,-66,3,0,-4,0,8.938178058937538,1947.6013747459465
2262,9,-55,3,0,3,0,11.962081209458226,1947.6013747459465
2262,9,-37,3,0,3,0,14.985984359978914,1947.6013747459465
2262,9,-19,3,0,2,0,18.009887510499603,1947.6013747459465
2262,9,-2,3,-1,0,0,22.28655362951566,1947.6013747459465
2262,8,13,3,1,2,0,1947.6013747459465,1947.6013747459465
2263,5,-99,4,0,0,0,2.330755969960742,1615.0982261618833
2263,5,-81,3,4,2,0,6.607422088976797,1615.0982261618833
2263,9,-64,3,0,2,0,9.631325239497485,1615.0982261618833
2263,9,-47,3,0,-3,0,12.655228390018173,1615.0982261618833
2263,9,-35,3,0,-4,0,15.679131540538862,1615.0982261618833
2263,9,-24,3,0,2,0,18.70303469105955,1615.0982261618833
2263,9,-7,3,-4,-2,0,23.67284799063555,1615.0982261618833
2263,5,3,2,3,3,0,28.64266129021155,1615.0982261618833
2263,8,18,3,1,5,0,1615.0982261618833,1615.0982261618833
2264,5,-99,4,3,2,0,4.969813299576001,3328.0797434362953
2264,8,-77,4,1,-3,0,8.3301886867179,3328.0797434362953
2264,9,-60,4,-4,1,0,13.3000019862939,3328.0797434362953
2264,5,-41,3,-3,-3,0,18.2698152858699,3328.0797434362953
2264,2,-31,2,-1,0,0,22.546481404885956,3328.0797434362953
2264,1,-23,1,-1,4,0,3328.0797434362953,3328.0797434362953
2265,5,-99,4,-2,0,0,3.0239031505206873,5024.540765138226
2265,3,-81,3,4,-5,0,7.993716450096688,5024.540765138226
2265,7,-71,3,2,-3,0,11.577235388552797,5024.540765138226
2265,9,-59,3,-4,-5,0,16.547048688128797,5024.540765138226
2265,5,-51,2,-5,3,0,21.516861987704797,5024.540765138226
2265,0,-40,1,0,-5,0,5024.540765138226,5024.540765138226
2266,5,-99,4,-4,0,0,3.0239031505206873,6712.99170062664
2266,1,-81,3,0,0,0,6.607422088976797,6712.99170062664
2266,1,-68,2,-1,3,0,9.967797476118697,6712.99170062664
2266,0,-57,1,0,3,0,6712.99170062664,6712.99170062664
2267,5,-99,4,-1,0,0,3.0239031505206873,7031.251894398412
2267,4,-81,3,1,-4,0,7.993716450096688,7031.251894398412
2267,5,-72,2,-1,4,0,12.963529749672688,7031.251894398412
2267,4,-60,1,-3,-2,0,7031.251894398412,7031.251894398412
2268,5,-99,4,4,0,0,2.330755969960742,17.625041689594173
2268,9,-79,4,0,1,0,5.354659120481429,17.625041689594173
2268,9,-58,4,0,-5,0,8.378562271002117,17.625041689594173
2268,9,-43,4,-4,0,0,12.655228390018173,17.625041689594173
2268,5,-25,3,-3,1,0,17.625041689594173,17.625041689594173
2268,2,-11,2,-2,4,1,17.625041689594173,17.625041689594173
2269,5,-99,4,4,0,0,2.330755969960742,2169.1470070362066
2269,9,-79,4,-3,4,0,7.300569269536743,2169.1470070362066
2269,6,-55,4,3,1,0,11.171770280444633,2169.1470070362066
2269,9,-34,4,-2,4,0,16.141583580020633,2169.1470070362066
2269,7,-10,4,0,-1,0,20.41824969903669,2169.1470070362066
2269,7,9,4,0,0,0,24.0017686374928,2169.1470070362066
2269,7,29,4,-4,-3,0,2169.1470070362066,2169.1470070362066
2270,5,-99,4,3,1,0,4.969813299576001,24.155919317320055
2270,8,-78,4,0,3,0,9.246479418592056,24.155919317320055
2270,8,-55,4,-1,3,0,14.216292718168056,24.155919317320055
2270,7,-32,4,-4,-3,0,19.186106017744056,24.155919317320055
2270,3,-17,3,-2,2,0,24.155919317320055,24.155919317320055
2270,1,-2,2,-1,0,1,24.155919317320055,24.155919317320055
2271,5,-99,4,1,0,0,3.0239031505206873,1346.5856423150267
2271,6,-79,4,3,0,0,6.2019569808686335,1346.5856423150267
2271,9,-59,4,-4,0,0,10.47862309988469,1346.5856423150267
2271,5,-41,3,1,-4,0,15.44843639946069,1346.5856423150267
2271,6,-30,3,-4,4,0,20.41824969903669,1346.5856423150267
2271,2,-13,2,-1,2,0,25.38806299861269,1346.5856423150267
2271,1,-3,1,1,-1,0,1346.5856423150267,1346.5856423150267
2272,5,-99,4,1,0,0,3.0239031505206873,5318.877804658089
2272,6,-79,4,-4,-5,0,7.993716450096688,5318.877804658089
2272,2,-66,3,0,-1,0,12.270382569112744,5318.877804658089
2272,2,-54,2,-2,3,0,15.853901507568853,5318.877804658089
2272,0,-43,1,0,-3,0,5318.877804658089,5318.877804658089
2273,5,-99,4,-4,0,0,3.0239031505206873,1735.076914583402
2273,1,-81,3,5,0,0,7.300569269536743,1735.076914583402
2273,6,-66,3,0,3,0,11.577235388552797,1735.076914583402
2273,6,-48,3,3,1,0,15.448436399460688,1735.076914583402
2273,9,-32,3,0,3,0,18.472339549981374,1735.076914583402
2273,9,-14,3,-2,0,0,22.74900566899743,1735.076914583402
2273,7,1,3,2,0,0,25.639377426893596,1735.076914583402
2273,9,18,4,0,0,0,1735.076914583402,1735.076914583402
2274,5,-99,4,4,0,0,2.330755969960742,2168.279089888617
2274,9,-79,4,0,0,0,4.661511939921484,2168.279089888617
2274,9,-59,4,-3,2,0,9.631325239497485,2168.279089888617
2274,6,-37,4,0,-5,0,13.907991358513542,2168.279089888617
2274,6,-22,4,3,-5,0,17.779192369421434,2168.279089888617
2274,9,-7,4,0,0,0,20.109948339382175,2168.279089888617
2274,9,13,4,0,-4,0,23.133851489902863,2168.279089888617
2274,9,29,4,-5,-1,0,2168.279089888617,2168.279089888617
2275,5,-99,4,-5,0,0,3.0239031505206873,6714.0415227511385
2275,0,-81,3,0,-2,0,6.0478063010413745,6714.0415227511385
2275,0,-70,2,0,5,0,9.07170945156206,6714.0415227511385
2275,0,-57,1,4,5,0,6714.0415227511385,6714.0415227511385
2276,5,-99,4,4,2,0,4.276666119016055,5328.111422142937
