2.115058837294646887e-01,3.835389028574102688e-01,1.819940048080736505e-01,3.263806138095168841e-01,3.408930718275680061e-01,2.478519435768981038e-01,2.332119972390812868e-01,3.464163605237436938e-01,1.874631788538290433e-01,3.642148031172098843e-01,1.925770204539144770e-01,2.717097935694922639e-01,2.831233624134963933e-01,3.464592200645711384e-01,1.291857797813470154e-01,1.626715862789240574e-01,2.123309995613149592e-01,1.421701677008615772e-01,2.534854928589839185e-01,1.544809255140646431e-01,3.925576117522381336e-01,1.642309513977301128e-01,3.638140153443966684e-01,2.829626473952893684e-01,1.584935984159727973e-01,2.044432172698157357e-01,2.447972622478798987e-01,7.891201011399480436e-02,2.702352646206202524e-01,2.842933395025135090e-01,2.676227586407407544e-01,2.719238626428966410e-01,2.736078179018859302e-01,3.280488950348621202e-01,2.634834138251261892e-01,2.789570138685148470e-01,4.178720829796123137e-01,2.205511837918417428e-01,1.211710876408882837e-01,3.599734576113645668e-01,2.085372602957225874e-01,3.664784253622050403e-01,2.990574298943273202e-01,4.462478344420948706e-01,1.709813373386613600e-01,2.126778909459645928e-01,2.220214535497708475e-01,3.682144429558125154e-01,3.041461851499465130e-01,4.522641324717372457e-01,2.376343815592681930e-01,2.037698445221288457e-01,3.930587800638105644e-01,1.948359804233124881e-01,1.228908228174370454e-01,1.880611469741597097e-01,4.282628433786473399e-01,4.445787380309081382e-01,2.552404182364982899e-01,3.251865836902667617e-01
3.155611619075609497e-01,2.714024569592860536e-01,3.499354165891026547e-01,3.090554421382974981e-01,3.403030087330429221e-01,3.346723815435057037e-01,1.852487361232497132e-01,1.222460551546928897e-01,3.171073088258990480e-01,2.359383151074460894e-01,2.186302229046138412e-01,1.959965685130011515e-01,2.983397881180497868e-01,3.428575645896752011e-01,1.925173278924778575e-01,1.238269742942596646e-01,3.636322980382872827e-01,1.397646137136342726e-01,2.481437007952858598e-01,1.655964597868881394e-01,2.143839776417313381e-01,2.461415262253068559e-01,3.394833450433762390e-01,2.367246932462877262e-01,1.933224106401985887e-01,3.331810047506461037e-01,3.392493735505204278e-01,2.081635063272706532e-01,2.570640286361743909e-01,2.861696592889665380e-01,1.823293500796425159e-01,2.506630435726248107e-01,2.600726378704624753e-01,1.329738457821970921e-01,2.967476660879581063e-01,2.684986218024566496e-01,1.936728015360415778e-01,3.381478821749622221e-01,1.857988431395119211e-01,4.478372206251813314e-01,7.977747155513680022e-02,2.996071711159016826e-01,1.530727963041093598e-01,1.791210054149733888e-01,2.210027836860700146e-01,1.110916274389501385e-01,2.932844236283435602e-01,2.918147941151397196e-01,3.662914800391551262e-01,3.319616837519683283e-01,2.834808169015083368e-01,4.429848393363013948e-01,3.407609378570185532e-01,3.422535420596568012e-01,3.216280558984325189e-01,2.277113447443105676e-01,2.142480705711192202e-01,1.941038577423526146e-01,1.661370302665749199e-01,3.205692236044987431e-01
3.855885801530130053e-01,3.088775586053351119e-01,2.476649734126744606e-01,2.939067312723210312e-01,2.605306384182420887e-01,2.754975482630821482e-01,3.822090963775048866e-01,1.524998168211662009e-01,3.329335590478874618e-01,2.400856491026111261e-01,3.642017221739075605e-01,1.349970760168555939e-01,3.417532025048669042e-01,3.202466887346488433e-01,1.676094987276035841e-01,2.396242595784839891e-01,3.085174225233455192e-01,1.448283272224329399e-01,2.605430110500922547e-01,2.867863853670392649e-01,1.234965673700628291e-01,1.790211252941210363e-01,1.971141388121228077e-01,1.541686133184431151e-01,3.425066825004053905e-01,2.830203854360230920e-01,3.283706695432650480e-01,3.203704511645192321e-01,2.482290119679430307e-01,2.109506298394959733e-01,2.484042241737584866e-01,3.990087165518669821e-01,4.124425939699356003e-01,2.371915864826799336e-01,2.665582176139513759e-01,2.474914787922090076e-01,4.085715292615075822e-01,3.161523636581458629e-01,3.354806554808637542e-01,1.788989065092610187e-01,2.426086386665558536e-01,2.042268529669426236e-01,2.338941034298905597e-01,4.457340974682418300e-01,1.294969959223975786e-01,1.172670981030221604e-01,3.872122274137631548e-01,1.412838496983695180e-01,1.604934848629030741e-01,4.421200626967008440e-01,1.394146609133931070e-01,3.284830873898099135e-01,3.233380429577088488e-01,1.057997611838656093e-01,3.518041730931435462e-01,4.087239642538721407e-01,4.020451067869138528e-01,3.851106880784680442e-01,4.504430252929362277e-01,9.584936374894635625e-02
2.677606481570190544e-01,2.431787975160011051e-01,1.601857412574465844e-01,7.750111414894587936e-02,2.020410765273947529e-01,6.886360194817907343e-02,7.785635810356619779e-02,3.770083235540861999e-01,1.906905520312302260e-01,2.349382779809626454e-01,1.408198620401337475e-01,2.088711719364706176e-01,3.831621696140620759e-01,2.381377325921268384e-01,2.538557028909440572e-01,4.507760788018436715e-01,2.969464295421669897e-01,1.652403637117907387e-01,2.170638257676477667e-01,1.294522955098611205e-01,2.303079306325347964e-01,2.849967144387963724e-01,2.465880572658159797e-01,2.284907963652963170e-01,4.455128661606659324e-01,1.309185434307653939e-01,8.639323805754388352e-02,2.984773380976828983e-01,1.507189392117072313e-01,3.780595679699975120e-01,2.118843663996591575e-01,2.016008061117714745e-01,2.519084630598402152e-01,2.780673823306405446e-01,2.562206803061189975e-01,1.779379553293957972e-01,3.445394033048265192e-01,3.803314270664898133e-01,2.055621122837708314e-01,3.856860125667433414e-01,1.547973229902448455e-01,2.010608765786535135e-01,2.192472209299952679e-01,2.882868429585613290e-01,2.519097040737663940e-01,4.022742935130777520e-01,3.662559374301447845e-01,1.977890466367961397e-01,1.660735456105982555e-01,3.066154768657683993e-01,3.262727881310826805e-01,2.752002841667055555e-01,2.529499196658520632e-01,2.222217826292650633e-01,4.512025814037794458e-01,2.905687413480271264e-01,3.018508697556033238e-01,3.275248396422085762e-01,3.125300400561278891e-01,2.603766197613164302e-01
3.967972892516953287e-01,3.088401343926094889e-01,3.996469894458922756e-01,2.384004145881169490e-01,3.543529509217789863e-01,3.589205846449072812e-01,9.326346882895469870e-02,2.755600347551230289e-01,1.916566115091058731e-01,2.735291625871288934e-01,1.558928838102130177e-01,4.145025812604126725e-01,3.192307110895773459e-01,1.676734443626596849e-01,2.014123330522615274e-01,4.100163141630865926e-01,3.502263412237859308e-01,2.469904178494376490e-01,3.435810334726592252e-01,1.251813069795055799e-01,1.634215733115736424e-01,3.917598779642991191e-01,1.065078797952296180e-01,3.130178706392006127e-01,1.631063272097211525e-01,2.055520457849072113e-01,2.166517451351319123e-01,2.446867155449438669e-01,3.512153865659343732e-01,2.463362638696292295e-01,3.227187353070277709e-01,3.714924342095136667e-01,2.791036330126228093e-01,2.026084547571280758e-01,2.895021709336343396e-01,3.446609640473604630e-01,2.929878946980803422e-01,2.477100425175962073e-01,3.270160785122792069e-01,4.073043159271675928e-01,2.490601806447724220e-01,3.178370456069151695e-01,2.892960808073006262e-01,1.586495445493782686e-01,2.484055664917430017e-01,1.445039876868799700e-01,2.134345765403624640e-01,3.133750827762707414e-01,4.274851251087459780e-01,2.692474131896976375e-01,1.365962106286546518e-01,1.662220805242169142e-01,2.030511160575126928e-01,1.528508397253341422e-01,1.335440071175723886e-01,3.126891780897844697e-01,2.698377535144418915e-01,4.089985213233779948e-01,2.000687248097790250e-01,3.014298037695497534e-01
2.724912096021692154e-01,1.527668927671385901e-01,3.619415845767272599e-01,2.892150478302220051e-01,3.527114075697029283e-01,2.565960931209810836e-01,2.556422972461306897e-01,3.551332180437951069e-01,3.786359801311882101e-01,1.281987144722800398e-01,2.361486101988418407e-01,9.527433840900687012e-02,1.816399654227820737e-01,2.847047347878353118e-01,4.360494789675749550e-01,3.331263229413579663e-01,2.293852162123904970e-01,2.914522029010754856e-01,2.705484013988007641e-01,2.860301640395084832e-01,3.418860068865632873e-01,1.740943697205236673e-01,2.179863867785086506e-01,2.092128744397500628e-01,1.865801718013656574e-01,2.961797525318853319e-01,3.607379567390819330e-01,1.186057364055699559e-01,3.419702373420910324e-01,1.572227827130114608e-01,3.465553387341195890e-01,2.361875418318584163e-01,1.908571358271720642e-01,3.391608344248332463e-01,1.286738639001682172e-01,2.065535148377603825e-01,3.956458983553107767e-01,3.129160204748905882e-01,4.036197949650286998e-01,2.060165431897372501e-01,1.350494239573548361e-01,2.897925044598992916e-01,2.569818026764533192e-01,2.726096775412178985e-01,2.329001502607493113e-01,2.602885248067947077e-01,3.165739694313472463e-01,1.701340799477921439e-01,3.813665009088896274e-01,1.711482141674593449e-01,4.089369502463099937e-01,1.736503100948573186e-01,3.174261943334706904e-01,1.936618102821621723e-01,3.061780346285926657e-01,1.735158107683975048e-01,2.196200211238498734e-01,2.269627745012625375e-01,2.205878229710077354e-01,1.125685351191264422e-01
4.031460096728255449e-01,3.950729115689831650e-01,3.354082055003198559e-01,2.551080967224069740e-01,1.537162917677673546e-01,3.686718003699986368e-01,2.477160960266951706e-01,1.562668661856553287e-01,3.105903926084179756e-01,3.830198444505654165e-01,3.949383242169144381e-01,3.758850298207900287e-01,1.430707201020667285e-01,1.804467157469776262e-01,1.310714977189276764e-01,2.072474874980361204e-01,2.381833694063315854e-01,8.947982450052037462e-02,2.573782049254671467e-01,2.259557700392020585e-01,1.903739672047841114e-01,1.788106507211050800e-01,2.059749363023725965e-01,2.330161912455323558e-01,1.333877432998009371e-01,2.088022671388090612e-01,1.384210542213868134e-01,2.614770560074208272e-01,2.628363638669536373e-01,1.856434220118949319e-01,2.453777580264857039e-01,2.542685699523345444e-01,1.577248125303437887e-01,3.454764043078898950e-01,3.045961650736267456e-01,3.076318321006970002e-01,2.694023364695778411e-01,2.292186690133097005e-01,1.847424186079398567e-01,1.117564594121452509e-01,3.652861299974156095e-01,4.457469628350739232e-01,2.220900047031948987e-01,4.158108039220235752e-01,3.019190547404185243e-01,2.352827792056349232e-01,2.085337016976204216e-01,3.904268414645079566e-01,2.541488925871160376e-01,1.992937006931882193e-01,1.909547246246321994e-01,2.938538055341834987e-01,3.254528223101205153e-01,3.151640364891255541e-01,7.678187278157222462e-02,2.162306355801856261e-01,2.648520280131533289e-01,3.798845404079948529e-01,1.655086850387323949e-01,8.469880737740582977e-02
2.208299980079291014e-01,3.182038886895015573e-01,2.043943018055934258e-01,3.315502877676403948e-01,2.128910226038316089e-01,2.680679445574711273e-01,1.530794945389319928e-01,3.221741218996754252e-01,3.966552681849238038e-01,1.830157487946636463e-01,2.180497528502041704e-01,3.602284110638355741e-01,2.852590536345031014e-01,3.397186845882338435e-01,2.955536386512995772e-01,2.525524701364655344e-01,1.451169680626878955e-01,1.489841111723712030e-01,1.810846181846237912e-01,2.542954829807254069e-01,2.702791637115565249e-01,8.227638648752468031e-02,1.604112681598859336e-01,1.560891981185235922e-01,4.457311031891361131e-01,2.723193151866364903e-01,3.063079833541655916e-01,1.113875593262975416e-01,3.639558247341002084e-01,1.988926060215626679e-01,2.172864481559799721e-01,2.496972069958615925e-01,2.026128126973385235e-01,2.927803551047158948e-01,3.079550281364311082e-01,2.318475634860469869e-01,2.353195022682968707e-01,2.712127841339147527e-01,3.515152698873025838e-01,3.998950991525768717e-01,2.725419548115950441e-01,2.734960857086299879e-01,1.468963438209517636e-01,2.256346494799488234e-01,2.616883857450756912e-01,2.896350355873339444e-01,1.284406941752285480e-01,2.989061366403765740e-01,3.583770212217864959e-01,2.176537142796742819e-01,3.213076350710262208e-01,3.495287114200729683e-01,3.684921319231571069e-01,2.048448881737324201e-01,2.025117703116168510e-01,2.897859496444836758e-01,2.768257247152047795e-01,2.474766940193980080e-01,2.249382720896629384e-01,3.605688805484651427e-01
2.124985385977074537e-01,1.614453198287720825e-01,2.754688026020086222e-01,1.104560868189229106e-01,3.770725341826854371e-01,8.656336391263069752e-02,4.247966905618675293e-01,2.180002076302736402e-01,3.681483901176703655e-01,1.478357328635828416e-01,1.551939144546633509e-01,2.905038224069670938e-01,3.295797566863710171e-01,3.183900901008621664e-01,2.112481237467828121e-01,2.623610275872945707e-01,2.621602530083536609e-01,3.497585851044648919e-01,2.019294534853815770e-01,4.373764490075184308e-01,2.624001813322051624e-01,3.162612317644992732e-01,1.957087437238913541e-01,2.281149945078441987e-01,3.592425434936989403e-01,1.746524496696464090e-01,1.511646762541989375e-01,4.187038220323905935e-01,1.562664159843811518e-01,4.048511714204414136e-01,2.316094673209163624e-01,2.357960665032954040e-01,2.717031826487129043e-01,2.596353863556704056e-01,1.729277910530577500e-01,2.934847875180966459e-01,2.738828088774948322e-01,3.082034364976410923e-01,2.465601388131077598e-01,2.861252238466728826e-01,7.970813250650903015e-02,2.229859984856348287e-01,9.791234706878362837e-02,4.264948964567535361e-01,1.197314534113146783e-01,1.102922487208197605e-01,2.895278778267772468e-01,2.083560774286351003e-01,1.130373895795337424e-01,2.253628456743200226e-01,2.923421452860807124e-01,2.607295944890701267e-01,1.562428305588561828e-01,3.374879177697605592e-01,1.595478459507611024e-01,3.876320114159065300e-01,2.120878261168606393e-01,3.503516565640126257e-01,2.776779731265605622e-01,3.205629101633268307e-01
3.192910652513669678e-01,2.933497226167428029e-01,4.361787500479420987e-01,3.202763013565733119e-01,2.909110472080027043e-01,1.030205711695079129e-01,3.016445403033993777e-01,2.796247603366592838e-01,2.230518988423926263e-01,1.609821592877605512e-01,3.272442678729381993e-01,1.712729365150932048e-01,3.456304547493513346e-01,3.381073227475961951e-01,1.687601082166261257e-01,2.698798318083612258e-01,1.460888823028694827e-01,2.154811641414026147e-01,1.519590321265466282e-01,2.329328738528116671e-01,1.821189464297086058e-01,3.412321718533246617e-01,1.797087329945473155e-01,3.965948260750071785e-01,2.088699335325589490e-01,2.886473943891846861e-01,2.426991546197616034e-01,2.643930094080765847e-01,4.028951669418655013e-01,4.014077141505502100e-01,2.738795646509347148e-01,3.439363204656136763e-01,3.852906316315740654e-01,1.516658072727310735e-01,3.809486247859246721e-01,2.015728347849107260e-01,3.887874445228520770e-01,2.697460528728461981e-01,2.693235004971784585e-01,4.528126139005372863e-01,1.237208971529013823e-01,1.672577430451810399e-01,2.452649697144781982e-01,1.843955132398704955e-01,3.636239848357796234e-01,2.734648377909044137e-01,2.501568692563014840e-01,2.994748916303735520e-01,1.545912656067266189e-01,1.745354925134713631e-01,1.853397107847045144e-01,1.852050221739686420e-01,2.205625479652471577e-01,2.040135408365227609e-01,2.733328146312541951e-01,2.798110664139538684e-01,2.517336681499068862e-01,2.173743907577456724e-01,4.534797598923873685e-01,9.850166132112928019e-02
