4.086541134325783475e-01,1.942374226485879540e-01,3.194078833687646890e-01,2.011467905421908675e-01,4.169578909816145651e-01,8.540081581919305165e-02,1.553392082896935811e-01,2.222888187384695347e-01,2.140014962997565384e-01,2.754575766806970361e-01,3.079652441234447813e-01,1.214619902094020987e-01,4.478991544710268502e-01,6.146403918886739204e-02,2.508208922958520826e-01,2.251097640094864294e-01,3.764929855288980387e-01,4.031869629693740631e-01,1.383925823981160541e-01,2.437585440729073405e-01,3.386434920249892788e-01,3.415397839154860615e-01,3.281656159557152508e-01,1.183763898723235175e-01,2.466178044088562782e-01,2.632271744076317699e-01,1.691392080544296128e-01,3.451254499049857261e-01,3.012818729975402232e-01,2.228760554854689602e-01,1.840111687324257894e-01,1.493289557136343038e-01,2.346492331409869292e-01,2.920497154525935057e-01,3.438742843885699840e-01,2.430439177899940961e-01,2.802678014820187968e-01,3.769021552852016566e-01,2.908955870574528868e-01,3.045298140204917847e-01
4.480653358136265085e-01,2.280287408744519073e-01,3.163722067743863220e-01,3.664163600811304877e-01,2.617606866705044499e-01,2.171648541086296236e-01,2.115104416392362685e-01,1.999861991838986774e-01,1.911532364563175435e-01,2.437598600250158176e-01,2.645547015213984277e-01,2.385132554698109197e-01,2.231595775316603525e-01,2.999819035900606057e-01,2.845140428502153096e-01,3.124624700806124533e-01,1.925738781340778361e-01,2.825035839702542129e-01,2.148091583106623570e-01,3.664847761457437070e-01,8.021045317994833501e-02,2.248621400437145201e-01,2.863693951579688868e-01,3.387819510210539065e-01,2.646296338081677857e-01,2.282577937826835712e-01,2.736769840543388232e-01,2.223403489608672956e-01,2.652273195541479112e-01,2.142967999528696821e-01,1.887873338181583205e-01,2.329789277254966651e-01,3.355056773007328297e-01,2.765478420144409921e-01,8.913813264681398618e-02,2.452332013721865989e-01,4.230923695477000757e-01,2.138252414627576370e-01,2.962947071024722434e-01,3.648330458411719879e-01
7.249440354465780390e-02,2.364758450327558159e-01,3.004654267439031967e-01,4.143920062841307539e-01,3.324236058769880486e-01,1.161856007828913628e-01,4.343177266899443945e-01,2.724729932343873395e-01,3.371747017566618654e-01,2.434177964415696060e-01,2.968790922013370692e-01,3.864122384310137992e-01,2.489049555081238319e-01,1.377642368661976535e-01,2.855276933542870155e-01,9.503360097398914907e-02,4.298888684002733496e-01,2.238960051476312219e-01,2.825247366694288997e-01,3.124782472208150752e-01,3.089647112947195851e-01,4.520835750967247546e-01,2.097984870254718526e-01,4.460736321006696370e-01,2.494502589856451014e-01,2.666577989199520049e-01,2.812497875684704107e-01,1.952427061853016788e-01,1.960770964538383343e-01,3.023120479401550931e-01,3.319219343929139532e-01,2.540008566219287278e-01,2.212896842203074810e-01,3.174032465680819426e-01,3.804926258340483591e-01,1.876719075163062189e-01,2.112921161407307624e-01,2.733589240134407516e-01,2.389409707066078858e-01,3.016698958110140549e-01
1.829390766999917373e-01,3.274003252296462940e-01,2.910319811601108642e-01,1.476794810816328685e-01,1.147796461266478163e-01,7.403027152270277855e-02,4.173635958903086363e-01,3.449488561406350851e-01,2.446457156588620341e-01,1.961266594013635900e-01,1.864883093999921138e-01,2.929095022553047101e-01,2.646454929246332965e-01,3.354563819834633365e-01,2.740702020963260432e-01,3.251034860634285373e-01,4.111696506534639473e-01,2.833628724090932471e-01,2.294708327319088248e-01,3.936557457392432235e-01,2.879472576525717309e-01,4.125917342820460965e-01,2.546388725590820745e-01,2.495663127515812818e-01,3.531521876131152315e-01,1.146005814892410019e-01,7.194753929627296929e-02,3.619607730736507656e-01,4.448506236088945465e-01,1.944547575551009988e-01,2.875716369693202545e-01,1.283689611083011772e-01,2.365371622498280979e-01,3.107154688208233484e-01,1.390997559200402023e-01,4.540760948676155762e-01,2.468810933791792950e-01,2.732031957814721745e-01,1.163256828294461920e-01,2.735801642794424282e-01
3.845878874367965050e-01,6.554773190043743092e-02,2.812602288218953861e-01,1.950270779465090309e-01,2.930112688086353723e-01,2.255775630301764534e-01,3.325830355576652742e-01,1.652891381556430561e-01,2.813381886453205083e-01,2.090313709907326012e-01,1.671721951069734813e-01,1.239704577439558336e-01,1.185030716791471150e-01,2.592798316740594355e-01,2.929859529477352731e-01,2.634532253563034998e-01,1.947167166211380418e-01,2.357619001543589665e-01,1.977165162778899421e-01,3.940724420241218384e-01,2.753961681462063216e-01,1.733893150898788982e-01,3.711029822747904383e-01,4.374745869192021575e-01,2.391886872362809502e-01,1.008394614478263368e-01,2.832863943178370314e-01,1.967072339683571813e-01,3.200864476954820015e-01,2.586164007284924016e-01,4.199226035450053240e-01,2.288257485294859228e-01,2.054618007487283016e-01,3.176980473944792660e-01,2.370115945625844156e-01,3.220485222431008765e-01,2.161851994048983872e-01,2.605704843215407296e-01,3.379224675241022657e-01,3.532266914843858463e-01
2.903661877460041452e-01,3.384153353766247707e-01,2.223755058493165071e-01,1.607501028975893420e-01,4.000505882756739684e-01,2.927270481834948757e-01,2.649912618048280710e-01,3.807111095378208909e-01,1.796957133720293032e-01,2.492008491219141475e-01,2.592931732348474072e-01,2.948368216604198566e-01,3.779342865523492301e-01,2.463859830692191888e-01,2.177947944720852458e-01,1.982930298223357646e-01,3.193695062996340650e-01,3.486233130822647408e-01,3.470763397202260014e-01,2.346031189869597078e-01,2.437503476314140105e-01,2.697601125879227069e-01,2.662295486493367336e-01,3.450753388858073256e-01,3.491267231247573433e-01,2.515241246814831078e-01,2.457870114791081140e-01,1.928296825585416596e-01,1.151132927963150754e-01,3.235357559248642212e-01,1.164515065647845349e-01,1.759610807528020904e-01,4.270129722787677218e-01,2.954943238449296294e-01,2.302612495672045068e-01,2.946249889360391672e-01,3.491343267368485215e-01,3.463683599726254392e-01,1.825763325473861443e-01,1.264326472257299716e-01
4.232360614653686848e-01,2.329155429590292203e-01,2.356956493396477614e-01,2.034151628832363001e-01,3.356171384784891187e-01,3.297949117396247187e-01,3.334691690949962983e-01,3.124138556937589573e-01,1.713257358750600867e-01,2.337004551809834518e-01,3.848818537248954175e-01,4.417392788154895777e-01,2.071370678441760982e-01,4.095228084252263701e-01,1.832840761450677536e-01,3.613464096484972354e-01,8.280696148210085761e-02,3.131167855294824665e-01,4.237431295306702816e-01,2.241698881683064914e-01,1.906794694180938832e-01,1.618407560713961968e-01,2.437137639357090102e-01,2.549331433725565144e-01,3.975135087881924711e-01,3.440243010422098235e-01,8.982122525203348196e-02,4.387640944952733157e-01,1.646520960792496047e-01,2.011256201991469261e-01,2.696136847060360830e-01,4.356930180823656018e-01,2.304426111332859572e-01,2.179710816844167287e-01,2.240810103472597181e-01,2.560804903631302976e-01,1.439299938153464631e-01,2.736952848915515935e-01,3.383595471509388553e-01,2.613981183387253382e-01
2.868483822835335428e-01,1.746719209281860918e-01,2.976944175875597121e-01,1.176100025556757467e-01,2.477493584587152631e-01,2.900067798295427046e-01,1.662669257802448508e-01,3.310807639559819049e-01,2.693897882246277242e-01,2.628685252572107167e-01,2.930687610759072914e-01,2.010655984325011303e-01,1.551035740837699850e-01,2.636059966943284372e-01,1.822342726102013644e-01,2.286046808418508158e-01,3.463025358471966131e-01,2.526032283118546662e-01,3.247769463405431600e-01,2.603421983428196862e-01,2.792084232217651452e-01,2.474404206125399297e-01,1.756396976348990890e-01,1.293247898636543380e-01,3.468796066913635845e-01,4.479022578268085364e-01,1.850411443105492992e-01,3.511548602824894894e-01,3.759455069460184151e-01,3.247915980927866264e-01,4.576913975919573163e-01,1.279406027752351682e-01,3.628205993786526307e-01,2.148765916890783279e-01,6.804258468096480161e-02,2.964192294915161119e-01,3.858998911924051423e-01,1.073953844600106233e-01,1.266859234164777748e-01,2.586345758184815935e-01
2.999306052995949767e-01,1.392549836986562151e-01,1.194447317454397917e-01,4.250246103085319471e-01,2.298398105507570843e-01,2.297471649925839077e-01,2.467464797591935599e-01,1.296026474036320875e-01,2.721951008964147989e-01,2.052369847520850998e-01,3.210527109572645643e-01,2.855031294604880587e-01,1.605620715617732952e-01,1.729851300025953276e-01,3.699905144751137742e-01,2.088607277611313207e-01,1.296175627825446319e-01,2.276797355102936071e-01,2.959558749498281682e-01,4.021626192408688794e-01,3.883837993965388868e-01,7.883192507398259496e-02,2.714012497842431260e-01,2.589741289635650312e-01,2.628778909737655156e-01,1.783293050663361246e-01,4.008832303166229294e-01,4.089481037836110167e-01,3.181740150918324073e-01,3.645809438561971594e-01,2.438026447893812954e-01,3.908707228321328664e-01,3.630326721009570767e-01,1.579852204478510991e-01,2.587192518256636875e-01,1.928826644117726530e-01,2.375265510970423488e-01,3.165411175118139631e-01,2.110714821153761855e-01,3.706710870934123436e-01
2.781329259090576933e-01,2.848409555330881360e-01,3.141687257995326443e-01,2.658924945171607379e-01,2.938830326304174290e-01,3.916325576615788395e-01,1.857764052854304349e-01,1.218896231870880142e-01,2.464456438219125023e-01,2.197798296768607995e-01,2.353388885518334084e-01,1.550860051100150794e-01,1.934678068309525212e-01,1.957626782572869650e-01,3.747246024529246045e-01,3.476731455328289644e-01,2.447523550317577123e-01,2.417801875230220499e-01,2.102855128117455397e-01,3.155775135123378705e-01,2.288759926908183473e-01,3.649362401501406450e-01,2.845386966526943229e-01,3.661180289289512335e-01,2.797641248806810865e-01,2.038039166580304096e-01,1.018076414356287873e-01,2.907308327276512117e-01,2.489386187209532419e-01,1.415490889416782527e-01,3.744170841788190818e-01,7.096129321382105282e-02,2.214970957489469650e-01,3.115915533037627583e-01,2.279124117543721850e-01,3.888062745149127863e-01,2.505634001681036338e-01,3.683388582880249840e-01,2.059651027479420526e-01,8.059933649977635284e-02
