1.865215040098511801e-01,2.354630185197941761e-01,2.618930346266778453e-01,1.596258599460908534e-01,3.456342634024276439e-01,2.220298169512205932e-01,3.378007414809388043e-01,3.673852443749501262e-01,3.016032798641457569e-01,2.034721478554925300e-01,2.676369788778876768e-01,3.462727775731891944e-01,3.083723918151410337e-01,2.963009778339134037e-01,4.012155745134560747e-01,2.094774977891966095e-01,3.496435100452531808e-01,1.426739778483908927e-01,2.950541846311445227e-01,2.252061974025371949e-01
2.225547854653240620e-01,3.872857555115208905e-01,2.494075409215454897e-01,6.875290342033449353e-02,3.793664178689467592e-01,2.410448804390193933e-01,3.087920506548303967e-01,3.385365299766897595e-01,1.425217229329089341e-01,3.680508985564969748e-01,2.810690329821355915e-01,3.382145194131337962e-01,3.287473492634415129e-01,2.996168975323523220e-01,2.128184513573485315e-01,2.818355944494659870e-01,1.032468781310178080e-01,5.524817662102157051e-02,3.250030601952078602e-01,4.529067672072749073e-01
3.124339587172586530e-01,3.408353727565507918e-01,2.858723906166258932e-01,1.904286517411513391e-01,1.742095583702767403e-01,2.943977099116580898e-01,3.110729414832865136e-01,2.796270216457423241e-01,2.456253531620606889e-01,2.256712887688263891e-01,3.604417157056389875e-01,2.091297862478916914e-01,2.498109068362171503e-01,4.212421661262227834e-01,3.665151931586458911e-01,3.506753963158161791e-01,3.552213551858318663e-01,2.940881230975954108e-01,2.926010210102046871e-01,2.550826963687040649e-01
2.630080326511565758e-01,2.197858506070173301e-01,4.411518249202076025e-01,2.017199204331224238e-01,3.115081419969653043e-01,3.040340910445487599e-01,3.114853349417882056e-01,2.375228998802579039e-01,2.627380809084279290e-01,2.769724856777511235e-01,2.846111486732908480e-01,2.349359672459289949e-01,1.270722327600193602e-01,2.441546108293901896e-01,2.947521165198299098e-01,1.972896523007016401e-01,2.479949605530892831e-01,3.223215183874602041e-01,3.276843570012411000e-01,1.488568371555900327e-01
1.601526958569167158e-01,2.988217742459516879e-01,3.342230077863833637e-01,1.729309417717904696e-01,4.294212111853085156e-01,2.733225521740200170e-01,2.990991736139303470e-01,3.604735518657263826e-01,2.693882079932939932e-01,1.696581243963699859e-01,3.977381853456460337e-01,3.031050312558950521e-01,2.573506956079735231e-01,1.228692524500790001e-01,3.212238936838565095e-01,3.508591265587376329e-01,3.168539285431882235e-01,1.462561347565856096e-01,2.931931467706432315e-01,3.051048425621219473e-01
2.525694626834208978e-01,1.669726442512832754e-01,4.157072782089119567e-01,1.655052837635490326e-01,3.483368987723890475e-01,2.261033794023424581e-01,1.533887199532928958e-01,3.017733124927662325e-01,1.613879417009510819e-01,3.143854565594427775e-01,9.690180454975894087e-02,3.092967064964421975e-01,1.368791437643742670e-01,1.291286059031712952e-01,3.412169347338932512e-01,3.066300075032998840e-01,3.058748336389722211e-01,2.189314783370331363e-01,1.483867505716204849e-01,2.431171036429866095e-01
1.367497226561278090e-01,2.919521570794776366e-01,2.467308051221904497e-01,2.745941939623818273e-01,3.255533279339437591e-01,1.206979718213692238e-01,3.675113839305003127e-01,2.645975676439035751e-01,2.763629420877258269e-01,2.405309937291899847e-01,4.232881937780167414e-01,2.000409476233611372e-01,3.320985958139263117e-01,1.870264961804612713e-01,2.550211040304215526e-01,2.444354847923041751e-01,1.817493202611287495e-01,2.213773017035130797e-01,3.984294375060281057e-01,2.752615645009606204e-01
2.370508029266896466e-01,1.872593064054136613e-01,2.817049143706440995e-01,1.657473440457860603e-01,1.494837542856719548e-01,2.708732684128078438e-01,3.148011851482784840e-01,3.720024625940052121e-01,2.860436900779425029e-01,1.030623928331538819e-01,1.843597322044888687e-01,3.998631342415804868e-01,2.163463032625980165e-01,3.112124905796295748e-01,2.042368380084633450e-01,4.180995910605819210e-01,2.946305256758101621e-01,2.264564764265513674e-01,2.257578465118953992e-01,7.142971692063693201e-02
2.884023486111718659e-01,2.105907433316559774e-01,3.009735860638574345e-01,1.442286739046150790e-01,2.097955856320728729e-01,9.956896887361886550e-02,3.577599645231439585e-01,4.592379369013928070e-01,2.572064966324780211e-01,2.414934922988082044e-01,1.637686725840521162e-01,1.678115852868610758e-01,1.501045259468674897e-01,2.149520638738626477e-01,1.311630963867656541e-01,2.038421319381694408e-01,2.931717265086119517e-01,3.012817033047281434e-01,1.479365974096810699e-01,4.216666985559505143e-01
1.136500391761077616e-01,2.402205278710828895e-01,3.238197413554464443e-01,2.385778639690104008e-01,1.448293466753729219e-01,4.352769546478818530e-01,3.839245298744723978e-01,4.224866882362811049e-01,2.960481883563446659e-01,4.354053746001275149e-01,2.734941178802197670e-01,3.840380357372734643e-01,3.245218201561018700e-01,1.506143390986083019e-01,1.932689481683886046e-01,1.738779666071087193e-01,4.033454125746617769e-01,1.963693532835128486e-01,2.562347343973673808e-01,1.216611374792633815e-01
