# trial, step, v, x_car, y_car, x_ped, y_ped, del_x, del_y, reward, v_new, x_car_new, y_car_new, x_ped_new, y_ped_new
6.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-3.927159169683402951e-01,-3.961426758471080500e-01,-5.001235487918020972e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,6.107284083031659705e+00,4.960385732415289084e+01
6.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,6.107284083031659705e+00,4.960385732415289084e+01,9.750212059636087503e-01,2.000000000000000000e+00,-1.190219529350034167e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,7.082305288995268455e+00,5.160385732415289084e+01
6.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,7.082305288995268455e+00,5.160385732415289084e+01,-2.144457199420004567e+00,-2.662421866548203564e-01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,6.000000000000000000e+01,4.937848089575263444e+00,5.133761513749806937e+01
9.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-1.351437273259150640e+00,-1.899588194824751497e+00,-7.662394700614045817e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,5.148562726740848916e+00,4.810041180517524850e+01
9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,5.148562726740848916e+00,4.810041180517524850e+01,1.585175038589698104e+00,5.888174040879636806e-01,-1.282996001901510752e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,6.733737765330547020e+00,4.868922920926321041e+01
9.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,6.733737765330547020e+00,4.868922920926321041e+01,-2.986193001494940269e+00,-2.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,6.000000000000000000e+01,3.747544763835606751e+00,4.668922920926321041e+01
1.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-1.259426348151887254e+00,1.413059881504361570e+00,-6.184694031838050554e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,5.240573651848112746e+00,5.141305988150435979e+01
1.000000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,5.240573651848112746e+00,5.141305988150435979e+01,-5.594841554296428043e-01,7.739088689629318729e-01,-4.870171567678386326e-01,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,4.681089496418469942e+00,5.218696875046729389e+01
1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,4.681089496418469942e+00,5.218696875046729389e+01,-1.734353639438603878e-01,1.268985336756199622e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,6.000000000000000000e+01,4.507654132474609554e+00,5.345595408722349617e+01
1.200000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-1.752737543214935911e+00,1.634621249413590327e-01,-5.645354544331526725e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,4.747262456785064089e+00,5.016346212494136125e+01
1.200000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,4.747262456785064089e+00,5.016346212494136125e+01,1.641734680844111338e-01,-8.696138216736222226e-01,-8.188204745252817274e-01,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,4.911435924869475222e+00,4.929384830326773681e+01
1.200000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,4.911435924869475222e+00,4.929384830326773681e+01,-9.337495834056648292e-01,1.605292126032850319e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,6.000000000000000000e+01,3.977686341463810393e+00,5.089914042930058713e+01
1.300000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-1.779243126047167056e+00,-1.716326700900401292e-01,-5.797087756135455017e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,4.720756873952833388e+00,4.982836732990995898e+01
1.300000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,4.720756873952833388e+00,4.982836732990995898e+01,5.848264856910692089e-01,1.788025768923017012e+00,-1.061737133586993620e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,5.305583359643902597e+00,5.161639309883297244e+01
1.300000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,5.305583359643902597e+00,5.161639309883297244e+01,-3.629689102144872948e-01,9.459791457389128411e-01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,6.000000000000000000e+01,4.942614449429415302e+00,5.256237224457188262e+01
1.400000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-4.055581476369471972e-01,1.560626394466115840e-01,-4.707731843192962118e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,6.094441852363052803e+00,5.015606263944660981e+01
1.400000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,6.094441852363052803e+00,5.015606263944660981e+01,-8.397039519212832204e-01,6.649675025131256412e-01,-3.478637918574614130e-01,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,5.254737900441769582e+00,5.082103014195973856e+01
1.400000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,5.254737900441769582e+00,5.082103014195973856e+01,-4.441397168373297788e-01,-8.208004638021808574e-01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,6.000000000000000000e+01,4.810598183604439804e+00,5.000022967815755948e+01
1.500000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-8.986250938730719895e-01,2.000000000000000000e+00,-7.697109263061959750e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,5.601374906126928011e+00,5.200000000000000000e+01
1.500000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,5.601374906126928011e+00,5.200000000000000000e+01,-3.438614454702806356e-01,-4.294320258799519952e-01,-5.314625295010041439e-01,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,5.257513460656647375e+00,5.157056797412004556e+01
1.500000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,5.257513460656647375e+00,5.157056797412004556e+01,-7.190711523682509210e-01,2.727196607872865997e-01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,6.000000000000000000e+01,4.538442308288396454e+00,5.184328763490733394e+01
1.600000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-1.525926694144432716e+00,7.493654403006204667e-01,-5.193979138109845461e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,4.974073305855567284e+00,5.074936544030062180e+01
1.600000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,4.974073305855567284e+00,5.074936544030062180e+01,6.058626568481439989e-02,-2.000000000000000000e+00,-9.430718216009693622e-01,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,5.034659571540381684e+00,4.874936544030062180e+01
1.600000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,5.034659571540381684e+00,4.874936544030062180e+01,-1.187422170709346858e+00,7.799155639800976481e-01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,6.000000000000000000e+01,3.847237400831034826e+00,4.952928100428071900e+01
1.700000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-8.703840660507804472e-01,-1.381717165225179844e+00,-5.923297626726869991e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,5.629615933949219553e+00,4.861828283477481705e+01
1.700000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,5.629615933949219553e+00,4.861828283477481705e+01,-6.124402833493292064e-02,4.167088645140770709e-02,-6.622054920269427880e-01,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,5.568371905614286632e+00,4.865995372122622342e+01
1.700000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,5.568371905614286632e+00,4.865995372122622342e+01,-1.228716600610938237e+00,-1.576796735187140586e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,6.000000000000000000e+01,4.339655305003348396e+00,4.708315698603908572e+01
1.800000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-1.579291875475842488e+00,7.018629434344214602e-01,-5.347100740644600281e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,4.920708124524157512e+00,5.070186294343442057e+01
1.800000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,4.920708124524157512e+00,5.070186294343442057e+01,-3.898145954860829931e-01,-1.727085731746824671e-01,-4.813632670890962140e-01,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,4.530893529038074519e+00,5.052915437025973944e+01
1.800000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+01,4.530893529038074519e+00,5.052915437025973944e+01,-8.202092077944556081e-02,1.926200289809014254e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,6.000000000000000000e+01,4.448872608258628958e+00,5.245535466006875680e+01
1.900000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+00,5.000000000000000000e+01,-1.476071932145192278e+00,-6.591833436766412202e-01,-4.759210885930756363e-01,4.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+01,5.023928067854807722e+00,4.934081665632336211e+01
