AveragePolicyStd,LossAfter,MaxReturn,Entropy,Perplexity,ExplainedVariance,MeanKL,NumTrajs,AverageReturn,dLoss,StdReturn,Iteration,MinReturn,AverageDiscountedReturn,LossBefore,MeanKLBefore
1.0,-0.0342039335455,-1.50566421802,2.83787706641,17.0794684453,7.77156117238e-16,0.0793112352474,1334,-9925.62768178,0.0342039335455,3488.26928996,0,-12212.4578594,-9728.15341315,1.09163608243e-17,0.0
0.977074810765,-0.0484338377066,-1.458723948,2.79124010606,16.3012225172,0.0175190210752,0.0396029446813,1334,-9950.57661011,0.0484338377066,3458.84362543,1,-12060.7937293,-9752.60759619,-2.5078501106e-17,0.0
0.964452281646,-0.0495627882532,-1.11315574876,2.76533540674,15.8843668209,0.0184500889109,0.0729309441673,1334,-9299.43533255,0.0495627882532,4071.49984755,2,-11990.444699,-9114.42265282,6.59004196651e-17,0.0
0.908886809672,-0.0768579875064,-1.38445472137,2.64168479679,14.0368329079,0.0132328331925,0.0859822195982,1334,-8861.64788946,0.0768579875064,4354.83757913,3,-12243.8038527,-8685.34717352,-5.25705305264e-17,0.0
0.847129233454,-0.0341938985914,-1.2527966797,2.48754527603,12.0317053258,0.00297917609757,0.0870246244242,1334,-7896.78186863,0.0341938985914,4885.91909599,4,-12134.8590477,-7739.68075438,1.2189705073e-16,0.0
0.780211921048,-0.0519567124816,-0.945826557568,2.28423821765,9.81820403989,0.00504273424885,0.0880645745583,1334,-7487.29274771,0.0519567124816,5032.9375423,5,-11788.8348479,-7338.33886143,3.43442304969e-17,0.0
0.742494531691,-0.059341075217,-1.24969518848,2.14200813178,8.5165227686,-0.00684770519042,0.0896468573864,1334,-6914.66957193,0.059341075217,5218.16724419,6,-11474.0294494,-6777.10870738,-4.16125571449e-19,0.0
0.701687734538,-0.0447232559959,-1.21295941658,1.96249886927,7.11708953919,-0.00123748370233,0.061431844441,1334,-6143.28374937,0.0447232559959,5355.16959766,7,-11426.8641781,-6021.07374692,4.85757250404e-17,0.0
0.662792053193,-0.0757085052979,-1.10520519264,1.80164231171,6.05959103426,0.00116144868877,0.0859602347588,1334,-5268.92667914,0.0757085052979,5395.84110207,8,-11241.4697795,-5164.11537773,-4.09190145258e-17,0.0
0.63851514089,-0.0811092218589,-0.901007654039,1.64628640617,5.18767907875,0.00646588635212,0.0934361664747,1334,-4361.93963604,0.0811092218589,5303.79556765,9,-11357.1282693,-4275.1776111,-4.37764101164e-17,0.0
0.597190141557,-0.0695841878058,-1.83920210022,1.4211177555,4.14174731476,-0.00384555308594,0.0679723778749,1334,-3170.36467619,0.0695841878058,4911.40263335,10,-11268.4512217,-3107.3159274,1.14295823625e-17,0.0
0.580161748407,-0.062201525436,-1.48625996266,1.21378434529,3.36619943981,-0.000797838598368,0.0780025873584,1334,-2197.07048823,0.062201525436,4346.6904369,11,-11339.161707,-2153.3901771,-1.11854553605e-16,0.0
0.549985338564,-0.019528062204,-2.05135680646,0.969761902435,2.63731644597,0.000958129583336,0.0949267935076,1334,-1498.62212483,0.019528062204,3728.34592915,12,-11269.2452599,-1468.84103674,-3.7879910769e-16,0.0
0.53824549925,-0.0766856733151,-1.80378855823,0.84079406161,2.31820704534,0.00722623810873,0.0705251148122,1334,-1231.8186682,0.0766856733151,3427.77492479,13,-11198.6612166,-1207.34589434,-1.96099175545e-16,0.0
0.521757534269,-0.0497342107789,-1.88897721654,0.659428959895,1.93368780578,0.00826125172877,0.0924537251218,1334,-784.444588986,0.0497342107789,2791.73220685,14,-11190.2796666,-768.875042125,-1.1333873481e-16,0.0
0.501225558313,-0.0613697843257,-2.22244417098,0.495771445205,1.64176428184,0.00936815072803,0.0664067032832,1334,-564.833223335,0.0613697843257,2388.32498319,15,-11131.3333523,-553.633887614,2.74261428716e-16,0.0
0.492985269123,-0.0328492526351,-2.24651008596,0.360875334649,1.43458460674,-0.0276378653962,0.0570759330039,1334,-148.639962248,0.0328492526351,1246.06927302,16,-11097.3158493,-145.723812176,-3.96445866168e-16,0.0
0.488515301879,-0.0223082287466,-2.43942331253,0.204966999216,1.22748455634,-0.000690306206921,0.0568121725968,1334,-35.4418321584,0.0223082287466,593.107917968,17,-11143.649156,-34.778534155,2.10143413582e-16,0.0
0.478700793836,-0.0159739371969,-2.45542428853,0.1180986356,1.12535510597,0.00164579361659,0.0679372659967,1334,-27.4370279977,0.0159739371969,515.907192848,18,-10999.3534815,-26.9334347972,-1.59308473459e-16,0.0
0.476003253334,-0.00903356743311,-2.48876931712,0.0965176189241,1.1013289852,0.000401285621204,0.0441627131688,1334,-59.2559072205,0.00903356743311,775.412900005,19,-10844.8527179,-58.1191858868,1.29441927497e-16,0.0
0.469586810979,-0.0179053413728,-2.37898022542,0.0372188694508,1.037920165,-0.000594286341991,0.0623127517202,1334,-42.7673312311,0.0179053413728,649.735742265,20,-10742.2444393,-41.9583784849,2.65002634751e-16,0.0
0.468728756425,-0.00822077528374,-2.45805098409,-0.020616859017,0.979594215369,-0.000488379284601,0.0769278812257,1334,-35.093102635,0.00822077528374,586.697279761,21,-10906.0810549,-34.4370849936,-4.52019869699e-16,0.0
0.467723511983,-0.00372501287846,-2.45128335468,-0.0528453539103,0.948526687084,-0.0163207234902,0.0206760396833,1334,-10.7930704742,0.00372501287846,287.222962476,22,-10497.3807115,-10.6211200624,3.01552330776e-17,0.0
0.466851785707,-0.000448106307239,-2.44577107773,-0.0755899770897,0.927196300356,-0.00253760723032,0.043479814855,1334,-19.4239538351,0.000448106307239,426.372164243,23,-11198.1870842,-19.0799144354,3.30568907749e-16,0.0
0.463721657115,-0.00504114525934,-2.5351869126,-0.107562964723,0.898019977091,-0.0065621725764,0.0504829506824,1334,-18.6268621476,0.00504114525934,405.91795401,24,-10570.6357801,-18.2986879313,2.47447337205e-16,0.0
